state0,state1,reward
110,135,-34.042199999999994
5,257,-186.17
11,13,-239.2665
10,134,-178.85549999999995
6,581,-46.074
6,275,-161.7885
74,107,-48.152
61,125,-21.66265
54,406,-12.7323
299,161,3.366965
20,18,-254.453
20,56,18.5831
4,189,-240.2175
12,176,-144.14000000000004
104,31,-209.7455
5,105,-261.324
4,143,-263.9315
10,7,-329.08050000000014
78,244,-5.843150000000001
3,179,-271.9535
52,142,7.14885
6,111,-241.1885
25,36,-140.953
37,149,-10.86535
88,17,-270.8695
4,94,-286.43
4,359,-161.4135
40,5,-383.32500000000016
83,212,-6.3831500000000005
31,8,-359.6205
61,251,4.96764
12,14,-237.5355
3,46,-317.2155
15,301,-71.99799999999998
16,97,-114.204
27,40,-127.727
10,57,-156.4225
9,60,-180.674
12,358,-67.27199999999999
47,40,-182.6395
22,84,-45.637
21,56,18.1626
49,526,-30.251099999999994
40,661,-51.99600000000001
14,40,26.749900000000004
20,115,-87.493
155,128,-40.948
28,23,-241.752
288,13,-128.48250000000002
16,167,-115.1425
71,245,-0.6156499999999987
14,13,-272.145
5,177,-226.8945
209,348,2.317305
85,45,-175.389
4,948,-9.434800000000003
98,132,-34.99185
71,7,-340.6015
14,144,-136.50650000000002
29,154,-43.3535
28,9,-350.80350000000016
46,45,-160.7825
20,94,-74.994
4,488,-114.68299999999999
168,158,-19.5742
90,548,-32.406
56,6,-361.871
146,15,-229.601
54,27,-242.7185
125,86,-86.6135
54,63,-112.1335
239,499,1.82515
160,946,-52.3205
254,304,2.310305
52,5,-374.48800000000006
12,234,-120.3855
7,324,-126.11950000000002
7,22,-20.01295
57,40,-188.795
8,201,-173.05499999999995
30,440,6.4493
228,3,-278.58799999999997
221,48,-99.733
39,153,-5.6646
249,181,3.3033200000000003
101,55,-146.172
34,25,-241.3325
3,989,-46.21000000000001
233,51,-88.38
10,723,-2.8055000000000017
38,182,-12.2017
72,14,-297.228
63,37,-202.315
17,603,-7.844699999999996
4,114,-278.269
60,3,-394.2465
34,161,-21.75385
143,38,-166.2585
19,21,-220.2255
5,200,-214.8885
5,512,-84.19449999999998
5,30,-200.21400000000003
58,14,-307.12249999999995
162,42,-146.49
84,193,-10.748199999999995
161,101,-60.7145
126,352,-14.45145
157,67,-104.331
98,55,-145.703
4,43,-280.297
20,17,-264.0595
139,56,-132.178
209,609,-13.742400000000007
70,130,-25.46934999999999
6,413,-102.416
59,205,5.53585
46,5,-379.1805
3,139,-291.7715
31,46,-116.288
3,211,-256.4195
82,379,-14.797599999999996
32,832,-72.655
94,37,-195.73
8,142,-200.1205
109,780,-56.545
27,825,-67.59550000000002
39,28,-230.0995
17,13,-291.274
6,341,-131.7295
11,409,-54.4885
27,221,-45.476000000000006
43,108,-3.3431
84,61,-132.6525
40,118,8.81575
12,4,-391.8815
90,738,-58.303
87,38,-195.838
16,74,-93.4865
45,67,-85.8315
23,372,-12.6872
47,105,-15.66725
192,11,-207.544
23,32,-155.57000000000005
157,33,-169.31900000000005
28,19,-271.22450000000003
27,152,-50.34350000000001
204,17,-174.7125
53,375,-6.74935
186,43,-129.066
131,32,-189.3225
18,200,-92.1105
7,156,-206.8045
30,422,6.50385
53,453,-19.49245
49,232,5.7979499999999975
112,559,-35.2055
27,68,-4.379400000000004
230,417,2.022955
4,734,-49.41550000000001
146,179,-10.799300000000002
9,71,-191.9405
292,128,-0.3334500000000027
24,6,-378.956
293,236,2.5986599999999997
247,10,-170.9885
199,46,-116.13049999999998
282,9,-153.54299999999995
232,25,-133.27100000000002
47,106,-14.37545
5,146,-242.7585
244,344,2.185515
34,15,-305.8540000000001
4,24,-203.2045
9,580,-12.62755
46,148,7.35005
23,702,-43.303000000000004
212,7,-218.1195
115,555,-32.1096
28,388,7.042649999999999
3,225,-249.7355
204,13,-188.9395
185,343,-2.2920000000000016
22,502,7.87395
33,61,-64.607
24,281,-38.934
129,610,-29.156800000000004
43,281,5.848949999999999
158,89,-74.0395
100,669,-48.358
105,421,-18.07445
42,26,-243.5465
128,5,-307.0675
11,154,-161.4865
31,6,-378.0135
142,127,-39.218
154,438,-12.44005
33,162,-27.6301
4,137,-266.9945
181,4,-280.5945
35,313,-1.0188500000000005
272,174,3.2951550000000003
191,735,-30.0584
27,114,-40.567
272,36,-87.3845
8,25,-20.9827
146,974,-57.73100000000001
56,589,-43.65000000000001
135,3,-337.3105000000001
6,113,-240.6685
93,264,-4.722799999999999
23,151,-71.3885
69,352,-12.2175
196,225,3.0945549999999997
27,50,-73.96000000000002
4,957,-8.010450000000002
10,52,-144.55450000000005
130,625,-33.610600000000005
19,458,9.0383
24,533,-9.041549999999997
116,402,-18.252650000000013
51,297,5.13335
63,520,-32.8855
99,25,-231.9625
85,11,-302.275
37,802,-70.84
5,719,-27.7521
155,140,-28.539
109,259,-4.4344
33,17,-291.486
243,25,-125.522
123,580,-27.733
41,58,-102.011
13,148,-144.6815
19,8,-353.3755
202,430,-0.07735000000000093
31,49,-103.09100000000001
30,13,-318.5805
6,88,-247.5955
215,137,-19.061150000000005
9,160,-180.6675
47,12,-324.5925
16,375,-38.06650000000001
7,317,-129.171
261,593,-1.06325
4,64,-292.8515
23,654,-34.0977
43,539,-32.1724
14,162,-132.4955
61,17,-289.4455
10,51,-141.653
6,344,-130.5135
135,787,-49.212
16,158,-117.536
30,43,-126.512
52,133,-2.766099999999998
194,3,-298.3615
67,12,-311.918
41,375,5.4183499999999984
17,15,-268.997
34,36,-177.525
61,4,-378.2955
188,193,-6.691549999999999
144,892,-51.6785
4,28,-232.2150000000001
128,134,-36.309
53,9,-341.0765
220,16,-165.56900000000005
26,46,-88.43249999999998
35,131,-12.919999999999998
4,135,-268.004
39,7,-365.4875
122,11,-268.541
102,4,-342.94449999999995
50,687,-58.44750000000001
27,165,-50.965
30,214,-34.03655
211,4,-260.0285
154,293,-2.6887000000000008
72,135,-26.07500000000001
3,950,-51.81949999999999
123,113,-51.218999999999994
87,117,-44.206
57,62,-117.642
12,8,-328.124
63,270,4.7356750000000005
125,20,-229.3805
260,67,-55.587
264,6,-192.8165
33,14,-312.8955
21,27,-179.9645
126,534,-24.75905
69,26,-244.66950000000003
110,44,-169.922
19,38,-73.94149999999998
17,46,22.37215
18,26,-163.9405
4,116,-277.1015
21,15,-287.152
196,38,-132.291
19,119,-95.6115
14,32,-47.4135
85,5,-345.5515
138,228,-5.8066999999999975
182,64,-97.035
36,278,-5.033200000000001
57,382,-7.88945
4,174,-248.1195
8,162,-191.3325
77,86,-80.516
103,6,-319.1985
80,78,-95.207
15,12,-292.083
172,111,-48.289
56,12,-319.758
17,7,-361.4375
24,78,-18.42915
174,301,2.7473650000000003
21,111,-77.60350000000003
76,952,-82.80950000000001
65,86,-72.6155
3,256,-235.4465
105,21,-242.11
3,483,-150.85299999999995
279,16,-123.6505
25,23,-232.438
5,164,-233.418
106,66,-120.824
246,111,-24.05955
52,694,-59.0805
104,12,-280.088
66,14,-301.6405
113,24,-225.4405
3,309,-212.581
12,123,-159.0935
62,430,-18.219550000000005
50,16,-299.4285
254,8,-179.576
5,18,-61.56650000000001
107,45,-169.662
64,89,-65.0705
153,329,-2.3832999999999984
7,437,-80.252
5,614,-54.06950000000001
10,664,13.75795
3,363,-191.3385
80,6,-340.5295000000001
91,22,-248.417
76,50,-161.47299999999996
132,173,-13.36815
11,132,-168.1395
121,29,-204.297
147,5,-290.9735
8,39,-145.2265
20,42,-58.45
61,24,-256.316
211,16,-172.415
34,95,10.7387
10,477,-37.33
14,759,-30.4343
133,167,-15.84325
5,563,-68.4905
32,12,-327.343
262,6,-194.096
165,43,-142.0345
7,452,-74.831
16,32,-83.18299999999998
30,15,-303.351
9,162,-179.5775
214,10,-195.391
98,113,-54.04899999999999
244,714,-14.455400000000004
276,7,-173.9855
258,416,1.928685
197,18,-177.08950000000004
20,25,-190.2565
12,42,-56.771
23,118,-66.5915
8,21,-18.173900000000003
58,158,6.39355
6,577,-47.2555
269,5,-204.2445
11,237,-126.7355
51,37,-197.56799999999998
216,29,-135.91649999999998
73,9,-324.844
6,556,-53.5265
78,8,-327.00249999999994
17,19,-225.485
13,266,-99.185
27,175,-52.6245
279,6,-183.44400000000002
7,781,17.86815
34,451,-4.0136
45,12,-325.6525
8,203,-171.72650000000004
215,15,-172.7965
44,45,-157.645
72,12,-307.9255
62,801,-73.1955
12,127,-159.01399999999995
29,71,-8.384049999999998
17,124,-112.9695
24,489,7.4288
29,553,-22.613800000000005
145,15,-230.333
231,241,2.782755
9,119,-194.938
4,341,-168.8245
171,645,-29.1927
27,7,-369.136
19,4,-401.2665
150,19,-212.154
47,19,-283.407
8,74,-211.0785
94,344,-12.98565
31,267,-20.700650000000003
42,42,-165.6165
74,52,-154.2145
3,45,-316.5615
65,17,-287.3325000000001
3,123,-299.453
160,291,-2.2279000000000018
44,449,-11.770150000000005
208,228,3.002615
94,128,-35.597
28,40,-133.3995
200,84,-63.70400000000001
59,376,-9.4173
3,486,-149.95450000000002
15,36,-29.083949999999994
16,173,-112.922
15,461,-12.464599999999995
37,9,-350.0440000000001
204,23,-158.2
284,6,-180.397
90,48,-165.76250000000005
25,6,-378.8905
78,10,-314.2165
137,119,-47.2875
129,284,-6.700800000000001
6,192,-203.0455
66,862,-77.80799999999998
109,6,-313.6435
17,290,-65.7025
21,98,-69.1285
38,59,-90.4145
287,209,2.827555
5,601,-57.6335
3,356,-193.9755
37,72,-47.6505
51,757,-68.0485
19,73,-55.217
51,172,6.47945
225,319,2.361415
14,265,-92.587
51,741,-65.557
6,867,20.44665
80,202,-4.87135
57,779,-69.37950000000001
10,79,-180.885
15,419,-26.9906
169,9,-237.7315
30,846,-72.78800000000003
24,254,-47.4795
80,219,-4.866299999999999
10,77,-179.44000000000003
187,223,3.163245
239,209,3.01637
26,108,-41.9165
17,31,-106.53399999999999
9,152,-183.72250000000003
267,858,-19.713750000000005
62,37,-201.796
152,8,-258.968
13,277,-94.231
293,19,-105.931
109,164,-19.7764
33,388,6.203149999999999
9,94,-198.46900000000002
130,3,-340.9020000000001
173,3,-311.5215
8,131,-204.463
38,169,-12.16345
7,292,-140.6995
15,201,-111.9825
30,175,-39.04899999999999
218,3,-284.216
25,231,-50.418000000000006
56,647,-53.0275
28,803,-65.1575
168,3,-314.7675000000001
129,66,-117.435
55,925,-86.92349999999998
23,376,-11.571600000000005
23,40,-100.387
46,28,-236.4375
18,337,-43.307
13,863,-44.0645
66,9,-330.807
51,7,-357.41100000000006
100,24,-234.8125
3,583,-123.0845
19,866,-61.368
18,13,-295.9190000000001
37,817,-72.9495
15,128,-129.433
85,3,-374.901
168,929,-50.63799999999999
31,51,-93.8625
7,605,-25.651900000000005
11,70,-158.42
11,966,-49.9825
45,512,-28.568300000000008
132,20,-223.6475
25,115,-52.1545
32,77,-10.3932
178,260,2.9344349999999997
42,12,-326.65599999999995
166,3,-316.078
210,7,-219.62150000000003
30,66,-29.89009999999999
251,4,-235.05700000000002
14,9,-325.4910000000001
280,761,-9.96675
4,735,-49.1935
39,15,-306.9535
75,145,-20.69075
7,277,-147.6015
21,43,-62.59299999999999
150,3,-326.8265
53,104,-31.2858
25,275,-38.31699999999999
6,83,-248.2875
105,69,-115.582
43,671,-54.6765
158,6,-270.46299999999997
214,5,-239.9365
57,234,5.2869
146,7,-271.70750000000004
121,670,-43.31050000000001
62,73,-94.47050000000002
163,67,-101.286
220,134,-20.8829
231,53,-87.3955
78,169,-11.131099999999995
140,5,-296.813
56,28,-238.536
26,12,-323.5320000000001
294,644,1.4742
16,519,9.95575
149,4,-304.4195
11,45,-96.18700000000001
138,80,-91.779
3,24,-257.889
12,665,-1.4947000000000017
43,6,-371.6915
203,11,-198.747
67,399,-12.85095
58,9,-337.3575
7,18,-31.82455
4,178,-245.9325
39,53,-115.4155
63,101,-48.5905
69,7,-342.4575
198,318,2.49308
73,25,-247.0695
29,659,-44.012
95,277,-4.7766500000000045
31,66,-36.721500000000006
109,69,-116.9135
193,8,-224.648
6,406,-105.161
8,123,-206.9295
27,215,-44.7705
82,11,-304.9535
4,102,-283.226
60,7,-350.2480000000001
131,65,-117.425
82,102,-60.4495
182,6,-250.99650000000003
13,437,-31.3775
25,650,-36.83900000000001
199,397,2.22361
249,161,-3.1153000000000013
267,5,-205.457
14,642,-5.678650000000008
15,129,-129.0385
53,232,5.542600000000001
18,132,-104.4065
39,10,-341.8010000000001
13,104,-149.03549999999996
89,622,-42.5405
13,75,-133.7545
18,302,-56.33600000000001
48,9,-344.5435
28,49,-85.39
3,656,-105.5615
17,426,-15.167700000000005
242,4,-240.444
40,30,-220.781
219,173,-4.849400000000003
173,126,-35.596500000000006
178,9,-230.137
48,92,-36.76000000000001
4,512,-107.1095
4,139,-265.98400000000004
89,12,-293.46
174,884,-43.5725
5,131,-250.17900000000003
41,17,-294.7335
87,235,-4.4341500000000025
13,91,-145.08350000000004
140,160,-21.7705
38,656,-49.786
236,187,3.2843050000000003
32,333,-1.9346
36,15,-306.815
84,165,-13.38584999999999
60,410,-12.690799999999996
24,13,-312.1785
171,12,-220.3305
3,872,-63.93950000000001
56,59,-124.329
71,158,-9.5317
60,47,-165.7585
30,23,-246.437
275,14,-133.168
111,889,-63.54599999999999
187,174,-9.541049999999998
123,18,-238.153
117,3,-350.42050000000006
17,114,-111.876
37,696,-56.22449999999999
9,111,-197.2255
3,487,-149.6575
73,109,-44.572
54,90,-50.9795
65,4,-374.951
47,960,-90.211
11,80,-166.58950000000004
49,193,6.295350000000001
8,24,-5.531450000000002
3,502,-145.2015
18,237,-80.1495
12,115,-159.838
115,21,-234.02
97,143,-29.1819
6,558,-52.907
281,6,-182.22000000000003
47,510,-27.70365
3,146,-288.201
11,111,-171.643
24,177,-64.733
9,445,-56.99
83,72,-107.571
239,28,-122.148
130,4,-319.5285
39,120,8.899600000000003
45,81,-51.2855
192,64,-91.618
13,89,-144.10299999999995
21,71,-30.2736
57,56,-135.89700000000002
52,62,-111.687
63,5,-365.2685
204,16,-177.90099999999995
47,127,7.93155
81,27,-235.3925
227,20,-148.6775
93,4,-350.7235
79,877,-75.25750000000002
257,3,-263.098
7,54,-214.62099999999998
208,78,-67.6155
7,29,-110.8045
6,116,-239.463
13,95,-147.509
131,3,-340.1760000000001
121,5,-313.178
110,562,-34.7658
24,46,-72.6765
3,56,-320.9045
44,79,-52.331
55,60,-120.35500000000002
257,206,2.9599200000000003
3,73,-319.4475
62,126,-22.0811
11,14,-223.3465
90,97,-66.369
29,171,-43.9035
7,148,-210.5095
51,266,5.3343
33,772,-65.2425
76,4,-365.491
6,364,-122.13649999999998
158,12,-231.4575
117,273,-6.7786500000000025
44,20,-277.41200000000003
12,95,-159.19299999999996
72,276,4.36197
20,284,-54.35249999999999
73,12,-307.276
5,452,-104.4745
28,55,-59.5115
71,862,-76.278
21,189,-78.63
80,3,-378.8115
25,349,-13.66735
34,12,-327.46299999999997
5,330,-152.6205
213,69,-76.5035
22,172,-74.88950000000001
20,34,-115.5985
27,35,-158.506
248,32,-108.9715
45,77,-59.161
171,10,-230.207
131,220,-6.7162000000000015
12,33,31.81625
189,64,-94.10600000000001
72,74,-99.0175
128,592,-31.0905
10,373,-75.99199999999998
7,679,-5.8332000000000015
76,316,-8.148900000000001
299,559,1.54902
8,261,-143.60250000000005
8,103,-212.7955
5,235,-197.0485
40,161,-4.80105
200,261,2.78619
3,858,-66.262
18,273,-67.6495
40,61,-89.68
3,527,-138.0535
85,119,-41.68700000000001
33,32,-197.917
37,4,-396.3665
24,173,-64.26
105,299,-8.610950000000003
39,60,-90.0945
98,3,-364.816
22,227,-64.48899999999999
23,303,-35.805
91,160,-17.16695
8,493,-49.42999999999999
166,192,-5.6312
87,249,-4.0792
21,969,-77.20150000000002
257,4,-231.532
91,167,-13.430400000000002
12,485,-20.752250000000004
57,236,5.2768000000000015
110,678,-42.4745
20,36,-100.2585
189,465,-8.07375
23,375,-12.293699999999998
7,791,17.88655
6,615,-36.42400000000001
59,46,-168.278
111,498,-27.972199999999994
3,905,-58.6585
115,3,-351.9095
6,141,-228.4825
75,68,-114.6805
9,825,-16.12755
273,41,-79.75949999999997
147,50,-138.266
56,367,-6.6144000000000025
12,323,-81.4645
10,81,-182.04
246,22,-130.207
138,13,-244.6855
156,30,-176.65900000000005
141,9,-262.266
165,182,-12.92175
39,209,-10.8806
10,68,-172.3385
94,317,-8.507750000000001
6,340,-132.16
8,188,-178.9635
294,13,-124.602
6,533,-60.63550000000001
163,53,-124.8445
17,4,-400.1115
7,862,-4.109300000000001
40,6,-373.68
3,113,-304.2340000000001
19,35,-97.4295
6,661,-24.130599999999994
274,399,1.91776
10,44,-115.4135
50,481,-22.01875
22,775,-53.563
3,787,-78.742
15,54,-56.23
180,15,-200.7045
54,51,-147.5145
14,99,-136.57500000000002
54,24,-257.346
13,867,-44.6385
55,9,-339.7475
74,97,-63.0055
3,845,-68.455
152,4,-302.1115
39,854,-78.28049999999998
19,31,-129.7025
3,260,-233.6805
109,91,-78.806
40,20,-276.5255
15,8,-343.1335
59,45,-171.4175
9,951,-36.3645
34,323,-1.0194500000000026
36,463,-10.322049999999997
101,5,-331.0215
49,61,-109.1705
4,72,-292.5425
4,550,-95.70700000000001
55,29,-233.4365
16,34,-64.34899999999999
36,300,-1.9060999999999984
141,5,-295.9855
5,979,25.04685
129,349,-9.989849999999997
67,37,-202.611
10,329,-94.2305
105,36,-193.902
17,311,-57.3095
10,80,-181.6955
3,322,-207.2875
100,20,-249.50800000000004
20,64,-21.57415000000001
7,779,17.864900000000006
33,93,11.01125
76,174,-7.90590000000001
11,502,-21.639650000000003
122,9,-279.578
22,221,-64.7865
17,68,-69.45100000000001
14,94,-134.9415
299,134,3.91432
253,43,-88.735
23,35,-133.8795
13,197,-128.266
9,509,-34.75835
95,27,-228.0115
60,61,-123.2865
13,8,-334.1875
5,763,-17.90835
67,330,-6.8782
48,67,-91.092
140,14,-238.7895
72,864,-77.917
62,38,-197.729
3,505,-144.3285
215,4,-257.408
4,236,-216.5645
43,16,-300.6635
49,44,-167.8455
16,441,-14.84035
271,8,-168.199
3,759,-84.046
35,399,5.93595
84,767,-63.0455
186,5,-260.183
14,779,-33.92575
167,863,-42.19600000000001
36,23,-255.81900000000002
113,20,-239.0900000000001
163,21,-195.394
11,34,-20.7971
250,86,-41.978
197,686,-25.8533
14,26,-112.013
6,651,-26.6999
15,519,10.52525
68,975,-88.39349999999996
205,41,-121.644
6,997,-12.829
8,988,-33.859
3,677,-100.8815
248,48,-84.38
167,42,-142.64
78,111,-46.0395
242,125,-16.063550000000006
22,64,16.640400000000003
170,974,-51.9175
281,745,-8.553349999999998
3,41,-312.5115
173,361,-1.3195499999999996
36,55,-98.7155
135,6,-290.22
22,297,-41.4845
5,48,-257.2
114,192,-15.434200000000004
72,106,-48.734
15,26,-128.191
132,368,-13.044599999999996
155,52,-130.428
26,125,-50.23349999999999
141,76,-97.16049999999998
65,236,4.94533
240,32,-114.059
144,6,-282.3805
55,83,-65.8615
3,331,-203.6975
27,891,-75.43599999999998
270,3,-256.5335
186,93,-60.8775
255,18,-134.1
7,11,-192.154
33,168,-28.44945
26,308,-24.0921
114,5,-319.346
85,9,-313.986
30,164,-39.28999999999999
15,92,-122.8045
17,48,21.9615
97,6,-324.7630000000001
5,54,-263.5475
4,65,-292.7185
31,33,-186.00799999999998
7,381,-102.009
7,321,-127.394
33,41,-149.148
66,8,-337.766
4,648,-69.35249999999999
4,466,-121.92600000000002
4,871,-22.471050000000005
76,339,-7.48225
5,64,-268.3235
111,237,-5.756200000000002
152,51,-134.2025
76,311,-7.105349999999998
15,291,-75.857
143,6,-283.2195000000001
56,207,5.6759
15,536,10.39655
56,39,-192.423
81,248,-7.78715
4,557,-93.667
5,95,-265.034
9,17,-128.8595
135,237,-3.439349999999997
5,185,-222.67700000000002
198,277,2.70174
123,13,-258.192
6,265,-166.45399999999995
228,676,-16.5449
240,673,-10.866349999999995
225,37,-115.3245
129,178,-12.585450000000002
9,19,-92.9155
18,192,-95.3965
178,8,-236.805
89,252,-3.635349999999999
20,466,8.59465
16,16,-250.9335
3,160,-281.283
28,22,-249.20750000000004
5,343,-146.96300000000005
78,110,-47.19450000000001
67,170,-3.113050000000001
104,47,-165.3115
7,541,-44.7775
154,45,-144.385
196,22,-166.704
19,660,-26.6297
211,122,-27.38765
242,383,2.071575
28,113,-33.36055
287,7,-167.0975
10,8,-311.1690000000001
29,207,-40.03999999999999
137,159,-22.3739
125,32,-192.946
266,500,1.7275200000000002
290,452,1.755475
30,744,-58.6875
152,133,-33.7507
31,13,-319.2195000000001
91,19,-260.1935
14,6,-366.9805
253,724,-10.32665
138,10,-259.1705
168,93,-66.38149999999999
5,65,-268.6205
7,44,-193.342
47,7,-360.411
23,262,-50.03999999999999
118,27,-212.428
92,173,-12.15335
20,894,-66.84200000000001
144,142,-29.44905
135,10,-261.92650000000003
53,530,-33.300650000000005
8,102,-212.7635
206,8,-214.4655
44,476,-19.7922
97,30,-216.4605
65,223,5.0946
90,12,-292.5355
104,78,-98.8445
13,210,-122.529
292,432,1.7892850000000002
225,8,-200.1415
150,17,-218.706
159,82,-82.42649999999998
73,21,-263.9995
10,102,-184.808
49,228,5.839499999999999
4,83,-290.1455
18,265,-70.5275
44,809,-74.21900000000002
59,4,-379.981
76,77,-95.3255
157,9,-248.075
205,580,-10.445050000000002
7,36,-161.0755
72,919,-81.54350000000002
170,75,-88.7645
3,979,-47.6165
134,19,-225.3985
31,246,-25.83025
180,7,-243.01300000000003
134,392,-17.362250000000003
3,361,-192.0905
39,509,-23.0041
10,461,-42.9875
17,18,-236.078
93,6,-328.4885
97,48,-164.3705
207,993,-39.635999999999996
37,14,-313.8845
6,567,-50.20050000000001
9,15,-165.6615
14,268,-91.661
264,4,-227.4925
186,8,-230.3005
98,256,-4.8505
40,12,-327.168
25,19,-264.3315
49,219,5.9411000000000005
17,239,-85.91300000000004
3,427,-168.665
248,12,-160.10399999999996
30,146,-35.7715
218,11,-187.047
28,112,-32.69495
7,445,-77.26749999999998
177,113,-45.25100000000001
9,36,-97.5775
41,24,-254.298
28,171,-45.82999999999999
7,88,-230.1965
158,20,-202.453
6,385,-113.501
7,115,-224.1855
121,125,-44.4195
22,10,-337.1269999999999
24,302,-32.946299999999994
86,142,-26.208150000000003
23,8,-357.8465
195,106,-45.53999999999999
22,110,-70.1245
87,105,-60.6365
29,36,-160.87900000000005
113,33,-198.296
87,77,-100.954
35,96,10.56935
20,91,-71.8435
79,9,-319.462
18,35,-84.85900000000002
292,125,-3.1119000000000017
3,753,-85.2055
220,303,2.45418
16,13,-286.0215
6,614,-36.6995
145,178,-11.25255
21,508,8.137550000000001
42,16,-300.752
96,23,-241.31500000000003
16,273,-77.5895
22,212,-67.99
20,242,-68.661
181,7,-242.23000000000008
25,396,7.6533
29,228,-35.937
17,22,-193.9545
60,20,-274.7925
12,89,-156.71099999999996
36,37,-177.53400000000005
35,451,-5.75535
5,720,-27.52994999999999
209,10,-199.2745
240,12,-165.88850000000005
5,189,-220.567
42,73,-60.9035
91,25,-237.6795
73,13,-301.863
49,14,-311.3425000000001
193,30,-150.43399999999997
41,394,5.3528
196,365,-0.048250000000001236
75,275,-5.162949999999999
210,4,-260.685
5,800,-10.13035
30,948,-84.45700000000002
4,170,-250.049
299,45,-59.952
104,3,-360.226
216,155,-9.07
25,340,-17.5338
24,160,-66.259
51,19,-282.428
221,47,-101.64000000000004
44,135,7.8757
169,296,-0.5807500000000019
240,3,-272.033
68,24,-253.5595
228,132,-18.115250000000003
198,83,-65.35249999999999
127,80,-93.169
212,255,2.770035
17,12,-302.6865
145,317,-6.4364500000000024
122,586,-32.27535
137,144,-27.6292
182,65,-96.449
39,216,-8.137150000000002
119,97,-69.89599999999999
92,973,-79.49249999999998
230,3,-277.481
87,94,-70.863
12,365,-64.43900000000001
256,3,-263.616
25,20,-256.0585
182,396,-1.152000000000001
67,9,-330.0915
45,41,-174.91250000000005
6,180,-209.0915
39,517,-24.55784999999999
49,18,-288.6520000000001
74,396,-15.7055
37,147,-10.8358
21,156,-83.13600000000002
52,34,-210.822
33,99,10.74935
227,668,-15.3586
45,162,7.1837
54,348,-2.0352999999999994
29,5,-388.947
85,509,-30.0424
245,5,-219.1925
44,62,-96.1965
18,377,-28.21425
246,53,-78.86049999999999
119,3,-348.94
6,149,-224.667
70,203,-0.6062000000000012
29,528,-16.5927
142,143,-28.254800000000003
29,18,-279.897
23,266,-47.76300000000001
153,517,-20.282
42,6,-372.5115
14,243,-101.98
134,165,-17.105999999999998
70,281,-1.1322499999999989
44,508,-26.3486
30,52,-84.59899999999998
87,4,-355.92550000000006
78,31,-222.657
52,19,-282.5490000000001
115,486,-22.56255000000001
161,241,-2.3130999999999986
12,604,12.07375
7,487,-62.3945
105,691,-46.234
117,30,-204.141
5,676,-38.010999999999996
61,65,-114.09200000000001
32,802,-68.619
57,618,-48.343999999999994
22,28,-178.90400000000002
33,12,-327.5515000000001
120,754,-49.46100000000001
121,109,-57.6715
17,235,-86.81649999999998
8,61,-202.041
47,213,6.2012
4,620,-76.464
50,966,-91.131
5,171,-229.812
105,31,-209.0195
50,70,-86.15
271,3,-256.034
103,3,-360.986
140,96,-69.4525
99,13,-279.696
107,808,-57.4395
7,258,-156.60150000000004
57,447,-19.606550000000006
16,69,-84.891
223,8,-201.62
16,296,-68.59349999999999
41,15,-307.5215
173,226,3.23664
19,13,-299.7545
78,7,-334.24
73,87,-76.36250000000003
9,887,-26.71235
14,805,-38.484
21,142,-82.75
61,553,-37.6155
191,11,-208.425
67,6,-352.43949999999984
4,774,-41.0005
50,6,-366.72
156,803,-41.8895
13,196,-128.4475
51,50,-147.673
242,319,2.2888349999999997
4,634,-72.88650000000001
72,278,-0.034650000000000965
19,107,-92.3435
4,56,-291.0795
205,13,-188.1635
26,10,-341.025
28,216,-42.348
83,5,-347.35349999999994
27,86,-10.746199999999998
8,698,16.3116
18,633,-17.83915000000001
210,618,-15.447000000000005
142,846,-50.02999999999999
91,471,-25.95065
21,70,-27.659400000000005
156,195,-4.613100000000003
284,200,2.936475
159,29,-177.315
230,63,-76.0325
287,322,2.15788
32,33,-188.9815
13,701,-14.673099999999998
29,636,-39.503
18,31,-118.948
176,25,-174.294
88,14,-284.572
32,188,-30.10275
19,443,-1.872799999999998
15,24,-149.6995
126,15,-247.02000000000004
40,41,-166.53449999999995
25,157,-61.0095
4,150,-260.3745
8,311,-120.635
21,120,-81.31700000000002
7,604,-25.956650000000003
6,42,-216.08900000000003
8,82,-213.16400000000002
50,12,-323.1185
31,25,-235.5375
33,77,-14.86115000000001
4,314,-180.31400000000002
31,208,-34.6892
83,4,-359.403
35,27,-230.1550000000001
172,4,-287.0985
15,354,-51.0985
7,820,17.9478
22,208,-67.93350000000001
26,544,-15.25675
11,201,-143.2
27,10,-341.856
156,28,-181.8765
13,185,-132.2175
23,68,-1.1194500000000005
120,37,-183.6515
25,91,-32.14490000000001
123,525,-25.843000000000004
9,80,-196.512
12,161,-149.567
16,318,-60.148
160,47,-137.26000000000002
45,8,-353.8175
205,40,-122.6185
221,975,-37.607
179,7,-243.8485
34,554,-28.07645
84,580,-38.9845
177,14,-206.9495
107,57,-141.38
155,13,-229.751
51,70,-87.99149999999999
7,136,-215.929
92,602,-41.585
9,46,-148.35049999999995
27,124,-44.669
96,167,-17.502499999999998
29,43,-121.96099999999998
254,26,-116.1335
56,198,5.78545
122,93,-77.70200000000001
8,143,-199.574
134,23,-212.7175
37,538,-28.4724
7,86,-230.173
39,95,-6.738749999999996
267,57,-62.863
63,15,-298.6135000000001
53,427,-14.3662
5,33,-216.7485
92,16,-272.038
149,775,-40.351
66,64,-119.671
32,20,-270.3105
3,732,-89.35799999999998
6,855,20.380000000000006
