state0,state1,reward
70,62,-126.5725
13,465,-21.66635
176,257,2.971605
54,402,-11.355900000000002
42,8,-355.54650000000015
175,71,-90.413
151,53,-131.506
109,548,-34.6955
4,372,-156.216
22,109,-69.4395
3,64,-321.10799999999995
5,22,-127.34000000000003
11,37,-46.98349999999999
192,8,-225.4605
7,120,-222.38
14,23,-146.7605
3,72,-319.564
17,26,-153.863
3,167,-277.8085
11,12,-255.3285
4,119,-275.755
283,128,-5.492049999999999
15,667,-15.7333
5,240,-194.5955
6,5,-319.668
21,19,-249.757
6,793,20.4229
44,551,-34.62845
159,17,-211.245
33,21,-264.7695
86,389,-16.409349999999996
30,559,-25.5521
23,44,-76.2665
13,253,-104.663
34,72,-32.34075
9,798,-11.027299999999995
3,43,-314.658
54,676,-57.38500000000001
8,17,-96.0975
94,12,-289.0780000000001
3,182,-270.455
3,159,-281.822
239,24,-130.563
110,693,-47.01000000000001
81,18,-272.103
24,15,-295.0595
62,56,-139.5815
190,481,-9.695999999999998
5,234,-197.5725
148,159,-20.664849999999994
234,128,-20.2435
219,50,-97.8385
185,12,-208.6035
24,63,15.9945
10,689,13.7547
276,40,-79.054
34,278,-11.5338
28,12,-325.516
11,282,-106.684
24,21,-244.74650000000003
177,3,-308.9575
264,404,1.93877
73,334,-8.091150000000003
271,9,-160.749
91,426,-22.20175
8,511,-43.4065
189,16,-189.804
22,390,-9.43565
40,328,5.7631
12,168,-147.5035
235,165,-1.3221999999999987
52,9,-341.856
203,27,-149.69299999999996
253,35,-100.37799999999999
287,27,-92.679
61,14,-305.2945
274,121,-9.333999999999996
59,19,-280.1485
16,9,-334.0385
13,25,-105.4035
10,136,-178.1285
9,150,-184.436
13,10,-305.5610000000001
8,10,-241.1025
155,95,-66.76299999999999
16,5,-385.2465
64,9,-332.526
249,32,-108.15899999999999
58,26,-247.1335
4,30,-242.9065
294,770,-7.8340999999999985
162,283,-0.8980999999999995
16,778,-40.501
8,817,-6.1839999999999975
68,235,4.86416
9,6,-338.504
90,20,-256.95799999999997
7,121,-221.86599999999999
14,5,-381.462
22,255,-54.59649999999999
18,7,-363.1265
4,120,-275.3535
110,879,-62.7265
57,84,-67.0435
23,194,-66.0735
51,190,6.1958
186,9,-223.5305
57,3,-396.47350000000006
7,548,-42.565
17,282,-68.51050000000001
3,151,-285.8085000000001
185,131,-30.5305
149,173,-15.33115
299,10,-136.2995
21,58,17.7097
16,8,-346.4685
61,155,-4.980599999999999
4,60,-292.306
27,517,-11.004749999999998
124,4,-324.44000000000005
10,49,-135.361
102,6,-320.1040000000001
227,157,-6.3002499999999975
42,39,-179.71050000000002
12,698,-9.23375
36,58,-87.2245
21,259,-57.7435
5,11,-104.721
13,766,-27.69880000000001
210,9,-204.4515
4,992,-2.5799999999999983
20,103,-81.00300000000001
41,155,-1.280850000000001
101,125,-38.5775
29,6,-378.5445
104,57,-140.594
8,65,-205.9045
14,43,-18.97325
15,739,-30.32885000000001
228,14,-166.5715
161,251,-0.5081500000000005
81,937,-80.0315
57,801,-72.501
5,87,-267.2595
40,10,-341.293
204,14,-184.996
12,650,12.05245
19,616,-17.156599999999994
3,121,-300.3845
9,89,-198.6005
3,16,-169.95100000000005
152,6,-275.532
88,52,-154.8025
19,339,-38.3995
29,319,-13.54755
5,59,-266.577
14,846,-45.1225
40,233,-5.649650000000001
160,12,-229.775
10,3,-403.80400000000003
17,381,-31.65625
37,27,-233.0775
16,12,-297.8065
89,71,-110.1295
167,4,-290.775
12,52,-103.3455
57,59,-125.573
15,18,-218.74099999999999
5,17,-40.121
36,12,-327.918
17,34,-80.265
185,25,-167.55499999999995
27,33,-170.45649999999995
24,986,-83.03800000000003
48,24,-257.0005
5,388,-128.442
13,61,-111.508
45,169,7.05635
140,117,-51.76000000000001
54,945,-87.72999999999998
7,34,-149.1815
42,14,-313.41549999999995
4,42,-278.678
126,17,-239.2935
3,71,-319.8825
183,90,-64.21300000000001
65,97,-55.447
6,10,-182.4015
3,47,-317.7725000000001
95,875,-69.32499999999999
168,58,-114.2975
9,18,-110.802
8,66,-206.638
75,20,-267.2835
25,7,-368.7495
65,188,5.538850000000001
7,421,-86.1775
72,4,-368.9635
34,129,-13.765149999999998
6,9,-209.62099999999998
25,497,-1.7105499999999978
142,4,-309.9120000000001
198,8,-220.6905
56,3,-397.2295
83,75,-103.9665
21,78,-44.5695
195,56,-102.281
183,17,-191.3505
23,59,-0.7549500000000009
15,575,10.28365
124,22,-223.596
33,25,-239.7145
61,287,4.687704999999999
114,53,-146.774
4,49,-287.113
77,10,-315.163
245,575,-0.8861000000000008
5,8,-199.528
53,171,6.357850000000001
11,20,-130.84300000000002
30,18,-281.3395
7,640,-15.998900000000004
39,611,-42.1
30,36,-164.768
58,15,-301.2505
6,21,-56.59049999999999
4,195,-237.112
82,86,-83.6045
3,102,-309.059
21,3,-416.1100000000001
9,63,-184.6915
12,11,-282.4190000000001
97,753,-57.94300000000001
15,442,-19.2619
20,405,-11.03745
96,41,-184.03400000000002
15,6,-369.7615
4,360,-161.02700000000004
35,5,-386.3285
38,3,-409.5335
76,460,-23.829300000000003
9,313,-109.8985
24,84,-30.4796
8,313,-119.69150000000002
23,601,-23.124599999999994
10,25,-28.87380000000001
178,63,-100.3165
14,276,-88.2625
16,304,-65.31
26,55,-45.102
10,344,-88.10000000000002
201,14,-187.3315
6,540,-58.38399999999999
109,4,-336.9720000000001
3,351,-195.894
7,556,-40.1755
119,170,-15.009549999999996
61,36,-206.1595
247,98,-35.087
6,554,-54.111000000000004
6,72,-248.06799999999998
198,587,-16.6958
15,470,-9.5431
244,124,-17.253500000000006
32,5,-387.767
33,460,-5.952599999999998
14,10,-311.9235
295,201,2.905575
26,19,-266.8965
35,437,-3.0565
272,899,-17.64515
7,62,-223.2795
23,147,-70.79500000000002
11,255,-119.0565
255,34,-100.886
164,353,-1.8202500000000013
5,278,-176.27900000000002
9,107,-197.4855
59,11,-323.8375
56,63,-114.33249999999998
11,4,-388.6285
10,994,-48.407
9,108,-197.195
3,770,-81.93799999999997
175,4,-284.9085
10,618,14.0107
10,342,-88.7285
5,28,-186.7425
40,16,-300.9125
4,29,-237.74599999999998
50,988,-93.57799999999999
31,373,6.6156000000000015
10,570,-7.530100000000001
10,19,-122.00399999999999
114,116,-48.5165
3,18,-200.30500000000004
41,407,-1.729300000000002
46,673,-55.9575
157,20,-203.1135
136,716,-40.8875
91,110,-55.26300000000001
22,890,-69.35600000000001
36,9,-350.2625
20,158,-88.76899999999998
12,36,-11.713
13,732,-21.104949999999995
133,319,-12.50505
16,593,-1.6180500000000002
39,273,-2.50375
119,16,-249.14
84,6,-336.82899999999995
28,7,-368.9385
57,50,-153.4495
11,93,-171.1225
136,5,-300.198
12,6,-359.3935
22,14,-298.963
78,620,-44.976000000000006
78,832,-72.023
257,420,1.92189
218,606,-10.689549999999997
116,58,-134.91
7,15,-98.87299999999999
32,9,-351.0135
14,312,-73.332
3,888,-61.35
12,10,-297.4235
43,780,-69.4055
100,106,-58.623999999999995
63,4,-376.62550000000016
266,291,2.357625
137,3,-335.8905
62,4,-377.4355
45,9,-346.22
14,315,-71.923
60,237,5.14115
27,9,-350.399
198,31,-144.5905
47,4,-389.484
111,467,-21.052800000000005
245,3,-269.36400000000003
78,130,-32.672999999999995
3,788,-78.566
4,461,-123.625
35,100,10.298099999999998
73,44,-179.40300000000005
7,338,-119.983
21,224,-68.94800000000001
30,79,12.7101
15,208,-109.055
3,8,-60.784000000000006
151,565,-28.37035
7,953,-19.1187
51,3,-400.8745
61,72,-95.9805
45,122,8.26455
39,12,-327.427
9,3,-399.6025
84,3,-375.6800000000002
21,903,-69.63749999999999
105,61,-133.0775
80,711,-54.2945
108,761,-53.2265
7,656,-11.8051
127,759,-46.99100000000001
138,15,-236.4995
283,19,-112.4655
18,135,-104.812
33,135,-20.4071
200,859,-34.084
23,200,-65.17899999999999
17,342,-45.4815
75,551,-38.3885
174,755,-35.0195
156,22,-198.11900000000003
14,522,11.1476
77,153,-16.924100000000006
122,560,-30.22
31,47,-111.6155
30,619,-38.0035
16,58,-55.64750000000001
7,65,-225.7795
117,202,-10.687900000000006
51,227,5.71395
33,400,6.1489
89,9,-310.33050000000014
94,321,-8.64705
3,83,-316.5135
149,216,-9.615949999999998
6,792,20.42785
70,230,4.81955
16,76,-96.5585
42,7,-363.6935
17,113,-111.4575
14,273,-89.262
126,10,-270.1595
13,5,-378.854
12,227,-123.212
5,319,-157.5075
69,106,-46.75449999999999
6,249,-174.2805
3,100,-309.8165
45,302,5.48655
26,195,-53.426
3,67,-320.64599999999996
259,251,2.590005
243,14,-155.48100000000005
6,59,-242.78700000000003
24,467,7.461449999999999
197,494,-9.0077
16,634,-11.803249999999998
64,3,-391.2155
28,33,-175.00099999999995
72,15,-292.3250000000001
10,430,-54.25399999999999
4,789,-37.93700000000001
33,633,-42.8115
52,86,-54.917
4,463,-122.975
49,81,-60.8815
5,322,-156.0605
42,127,8.312700000000001
122,10,-273.877
15,10,-317.4485
9,414,-68.3855
47,71,-77.6685
97,25,-233.5475
17,189,-102.3425
19,205,-85.16799999999998
18,5,-387.543
5,465,-99.9225
146,4,-306.7705
165,3,-316.742
152,5,-286.856
107,493,-25.52969999999999
154,369,-9.55735
90,218,-7.992150000000002
222,44,-105.9765
102,963,-73.995
26,32,-172.09550000000004
151,472,-19.93495
17,6,-373.689
19,838,-57.438
25,296,-30.49785
144,240,-3.7967000000000013
275,444,1.813505
4,775,-40.7885
24,418,7.730100000000001
88,147,-22.566250000000004
7,172,-199.125
22,656,-32.85505
232,5,-227.6805
34,5,-386.8195
72,22,-260.0595
259,95,-31.313700000000004
272,158,3.5366800000000005
39,136,8.452049999999998
43,599,-43.364
33,9,-350.8555
219,11,-186.29
200,660,-19.026900000000005
177,29,-163.8405
51,348,4.847415
84,19,-265.26500000000004
276,37,-83.44250000000002
3,7,-108.8885
84,14,-287.7405
91,582,-41.344
222,20,-152.305
13,23,-130.2005
62,5,-366.111
49,291,5.2853
4,11,-31.52645
56,361,-5.6245499999999975
130,763,-48.348000000000006
4,10,-69.1955
18,93,-92.2245
294,24,-94.1245
61,16,-294.4725
4,141,-265.0795
5,471,-97.8435
174,60,-108.1125
88,3,-372.5675
10,91,-184.28799999999998
6,289,-155.17399999999995
7,59,-220.6675
79,665,-49.378
116,235,-4.3642
9,9,-279.7105
23,6,-378.5465
5,136,-247.5695
285,50,-61.387
73,247,-0.7993500000000004
58,858,-78.9365
140,6,-285.834
54,4,-384.02
9,48,-155.23250000000004
135,21,-217.975
15,19,-207.152
19,15,-279.202
22,441,8.1205
259,518,1.7203700000000002
148,162,-20.100950000000005
180,359,-0.7942999999999998
6,94,-246.63099999999997
241,16,-150.04000000000005
21,9,-345.75600000000014
35,80,-19.646800000000006
126,3,-343.801
20,11,-323.2865000000001
20,5,-388.885
20,98,-79.2955
214,274,2.6327
33,11,-334.99699999999996
11,235,-128.0625
198,11,-202.7415
256,12,-154.42900000000003
4,121,-274.9245
262,7,-183.045
7,112,-224.958
5,14,-12.1725
67,11,-317.7510000000001
26,5,-389.638
6,70,-247.8895
30,21,-260.0905
172,8,-241.80200000000002
170,23,-184.252
16,20,-205.9155
271,16,-128.983
140,396,-13.4517
105,22,-238.41000000000003
133,571,-28.5659
91,108,-58.61600000000001
141,31,-185.2745
16,523,9.9288
128,16,-241.2905
65,248,4.84163
5,38,-235.9815
16,656,-16.746249999999996
3,48,-318.3715
13,13,-263.213
105,141,-33.160050000000005
132,3,-339.4650000000001
7,936,-16.5447
201,215,3.1608
23,22,-232.893
240,39,-102.319
41,8,-356.1305
62,8,-341.1
245,67,-63.957
271,98,-23.985800000000005
56,15,-302.771
81,776,-63.972
8,620,-10.405849999999994
45,506,-25.728300000000004
89,24,-242.1715
28,78,13.13735
10,334,-91.882
180,313,2.646195
77,4,-364.6265
52,66,-100.645
35,44,-141.289
68,9,-329.134
10,124,-181.734
183,25,-169.122
155,144,-28.3618
26,219,-47.556000000000004
52,7,-356.7695
14,80,-126.0445
120,130,-39.0425
7,333,-122.1285
87,26,-235.9005
104,392,-17.59465
54,60,-119.0865
226,16,-161.07299999999995
31,5,-388.236
3,58,-321.1505
60,18,-284.63100000000014
207,57,-95.932
116,5,-317.562
108,13,-271.5715
27,16,-292.0095
14,200,-118.7015
211,882,-35.55300000000001
10,946,-41.986999999999995
12,49,-92.234
8,854,-13.01145
4,25,-211.607
3,103,-308.5605000000001
41,34,-201.779
9,470,-47.9225
22,49,-38.399
3,26,-270.146
68,199,5.27435
23,10,-338.4385000000001
4,247,-211.1735
107,137,-33.869249999999994
151,13,-233.198
96,563,-36.309
89,3,-371.7745
20,540,-0.9617499999999986
169,937,-50.81750000000001
235,239,2.77924
12,103,-160.51950000000005
10,54,-149.94899999999996
7,7,-288.0055
74,720,-58.33600000000001
24,4,-401.7805
96,3,-366.352
108,3,-357.17550000000006
52,422,-12.154950000000005
143,117,-50.3635
24,25,-213.592
5,420,-116.14499999999998
91,926,-74.17099999999998
8,78,-212.7865
28,16,-293.6225
6,789,20.44255
7,155,-207.5305
19,10,-331.3205
46,72,-72.839
39,97,-4.082750000000001
6,56,-240.624
9,8,-299.308
124,5,-310.53150000000005
107,14,-267.93000000000006
162,526,-19.190150000000013
21,354,-25.9285
36,7,-366.802
15,305,-70.749
30,235,-32.157349999999994
128,81,-91.088
124,8,-284.1245
237,15,-156.2925
29,3,-414.1465
42,50,-132.9475
59,5,-368.713
44,748,-66.1385
3,54,-320.6525
5,223,-203.0845
16,18,-228.3795
12,835,-35.3745
22,150,-77.4495
