design1,design2,merit1,merit2
207,15,38.8024,6.87878
22,54,5.5940699999999985,3.7057
88,188,5.286969999999998,0.9701360000000001
956,184,21.0978,0.526838
46,10,70.7171,17.0282
98,329,4.9363199999999985,0.69067
287,16,26.663,5.6765
347,3,47.3579,32.0583
93,691,12.8754,0.540963
41,420,3.81403,1.05533
742,318,14.2529,0.350132
39,35,41.7323,5.01959
41,17,61.9467,10.3578
140,61,27.2465,2.07079
12,46,18.8769,5.88858
20,9,71.8158,21.8952
7,49,44.1552,9.241810000000001
22,447,1.13152,1.61578
74,26,51.6546,5.85157
624,78,12.619000000000002,1.11497
10,968,12.0041,2.75969
415,17,11.5212,4.6940300000000015
60,34,45.6585,4.71875
23,138,17.2371,2.4946200000000003
39,18,60.7053,9.87598
466,321,7.44976,0.379462
94,90,18.9682,1.63741
6,870,1.42023,4.09264
124,4,67.888,28.5829
213,3,60.4173,32.0105
16,57,13.4114,4.40492
30,31,41.8934,5.94692
227,4,52.94300000000001,24.1437
19,43,10.7309,4.6547
17,850,13.9073,1.83896
580,364,9.19815,0.330177
772,318,14.8619,0.347265
49,282,0.2406,1.06953
9,39,26.3027,7.79217
12,256,25.1102,3.40452
279,15,28.3863,6.10579
120,236,3.47786,0.739459
46,339,1.3997700000000002,1.0422799999999999
61,219,1.59515,1.05467
196,51,24.9167,2.17774
172,3,65.434,33.284
21,150,19.7021,2.60328
743,14,9.25756,6.10323
212,131,7.81905,0.905236
457,129,6.74787,0.745954
856,636,8.81418,0.210022
57,25,53.437,6.52019
236,5,48.0081,19.1671
325,21,19.2863,4.17093
161,6,56.5923,18.009
598,4,64.1958,79.6949
503,4,67.8734,80.47399999999998
40,358,0.6995359999999999,1.11648
4,575,20.7124,6.35998
6,75,52.7462,9.52485
802,129,18.7398,0.718089
421,31,5.7849900000000005,2.61466
674,585,6.865889999999999,0.23326
179,18,41.283,6.12793
103,679,12.2199,0.508925
10,59,34.9994,6.4941
382,19,13.8286,4.3239
55,108,8.91362,1.66925
316,5,38.5004,18.5555
826,75,19.4187,1.1513799999999998
122,39,38.3367,3.34449
109,115,13.2222,1.2635299999999998
10,35,14.9499,7.27014
3,655,24.1571,8.1328
238,10,38.4933,9.58479
118,10,58.5162,12.6256
60,13,65.2643,12.3262
167,353,3.35875,0.511246
24,49,14.4266,3.9646199999999996
313,291,2.35629,0.4465560000000001
102,96,17.3892,1.50355
397,27,9.21995,3.04491
6,25,25.555,11.9151
6,611,10.5046,4.382
268,50,17.2085,1.97376
162,304,3.67364,0.564282
919,168,20.5946,0.5692550000000001
185,54,25.3926,2.10751
10,334,21.3764,3.56437
120,62,28.5523,2.14406
23,120,16.4626,2.6229400000000003
224,12,38.5499,8.239460000000001
22,797,14.3966,1.5135100000000001
6,81,52.7194,9.32692
925,273,18.3659,0.381656
67,71,23.6608,2.23525
862,67,20.2469,1.27302
23,176,16.832,2.2799400000000003
165,3,66.3484,33.6187
80,46,37.6037,3.23502
13,393,12.4958,2.66077
84,678,13.5421,0.583279
42,554,9.51097,0.979183
7,171,42.909,6.36578
178,10,47.8662,10.7372
584,15,1.25284,5.09808
902,27,19.2081,3.06716
32,71,8.4007,2.70833
124,501,7.90245,0.509674
534,6,16.1448,15.9073
25,78,4.86282,2.84734
137,8,57.4624,14.6828
288,38,17.9865,2.4887099999999998
31,45,27.188,4.08901
901,24,18.6422,3.49985
62,828,18.0255,0.69116
3,132,62.0188,14.1154
4,139,56.1968,11.0089
138,5,62.7026,22.5347
496,344,7.82465,0.356518
78,77,22.2719,1.99069
52,77,17.8057,2.22161
48,235,1.04837,1.17155
4,69,61.532,13.722
98,93,18.3031,1.56844
28,7,76.7877,26.4645
407,8,21.4362,10.762
864,20,16.5392,4.26297
85,436,7.28642,0.66618
8,42,34.7754,8.499
127,261,3.4541800000000005,0.681955
3,709,21.8128,8.1659
938,66,22.104,1.29141
34,3,85.3483,53.747
322,187,1.49031,0.594835
236,8,41.4352,11.9487
39,14,65.7328,12.7058
53,18,60.5261,9.23406
368,277,4.6814300000000015,0.443187
8,110,45.2138,6.6303
4,527,23.5025,6.52324
29,8,74.9576,23.1854
41,39,38.5805,4.45791
142,115,13.042,1.15846
15,299,17.6296,2.63721
5,236,42.3277,7.42473
174,351,3.1675400000000002,0.503236
77,152,6.48798,1.17093
27,9,73.0798,20.9587
950,15,16.9719,6.40912
480,55,3.21037,1.50883
3,482,33.2313,8.53979
35,41,34.0256,4.3753
246,16,32.2872,6.03364
126,8,59.4587,15.1697
212,61,20.4968,1.7861599999999995
19,270,15.7006,2.25305
134,35,39.0421,3.59694
28,8,74.9353,23.3257
3,186,56.6871,12.3706
243,10,37.7694,9.51159
164,16,45.0818,7.10303
85,4,74.5359,32.7016
771,211,17.0001,0.478998
399,37,6.50756,2.25707
88,312,4.82947,0.747839
8,76,45.3554,7.3925800000000015
476,424,6.861389999999999,0.315107
10,234,30.3974,4.13279
205,15,39.1042,6.9054800000000025
93,4,73.1447,31.6908
245,99,9.61567,1.08829
12,648,2.45539,2.4104799999999997
269,135,3.8400300000000014,0.808182
106,162,7.15648,0.9922690000000001
39,319,1.55142,1.18738
362,3,46.1506,32.282
3,593,27.1106,8.17115
241,397,1.94618,0.406935
595,559,6.69252,0.249052
31,4,82.9126,43.0477
173,28,36.8895,4.0616900000000005
80,225,4.3121800000000015,0.916933
65,4,77.9902,35.711
428,655,0.00919476,0.24709
18,33,23.2844,6.02465
65,232,2.24137,0.998685
373,13,18.6376,6.3647
589,286,11.0989,0.391793
229,77,15.0471,1.39943
867,28,18.3602,2.91997
418,177,5.9138699999999975,0.591259
433,764,1.20404,0.227029
14,150,29.9487,3.66774
5,244,41.5341,7.32326
108,4,70.5651,30.0403
94,9,64.135,15.1605
804,801,5.99152,0.185956
465,75,4.08145,1.15883
14,13,57.429,15.8497
54,581,11.3514,0.814253
355,5,34.5084,18.5754
151,18,45.9171,6.55475
283,223,0.921598,0.545711
961,23,20.0137,3.76301
37,13,67.1363,13.821
7,170,43.0257,6.37976
3,371,40.6766,9.36852
42,9,72.5695,19.2431
337,24,16.6619,3.62209
66,632,12.7756,0.698411
13,10,64.1122,20.7115
3,619,25.8334,8.14288
251,26,26.603,3.76738
31,502,5.66104,1.23423
60,718,15.4691,0.7269100000000001
6,961,4.49402,4.21253
26,241,11.7516,1.82525
341,17,19.4352,5.01745
352,25,14.6085,3.42653
4,30,51.5813,16.3249
264,3,54.9072,31.5053
36,37,38.5068,4.81579
178,72,20.5188,1.62947
16,553,1.1653799999999999,1.9666400000000002
6,138,48.9645,7.870239999999999
13,314,18.7143,2.9184400000000004
546,546,5.2215,0.256077
4,551,22.0806,6.435569999999999
506,3,58.2697,85.1818
529,166,10.6414,0.60207
12,261,24.6786,3.37606
10,69,37.705999999999996,6.2397199999999975
411,128,4.29871,0.7579100000000001
24,141,16.1124,2.3932599999999997
25,130,14.6069,2.38806
35,22,55.1625,8.221639999999999
562,3,56.6171,88.2638
36,23,54.1638,7.8153
226,116,8.69581,0.979466
17,60,12.4472,4.1393699999999995
38,79,9.64149,2.37241
15,19,44.4304,10.7231
801,681,6.9451800000000015,0.2034
4,423,30.3855,7.052110000000001
23,143,17.2802,2.46149
28,321,5.92298,1.5263
956,10,79.0899,46.7665
19,5,80.687,38.2305
164,753,10.3611,0.373691
66,60,29.003,2.6270599999999997
700,3,100.0,0.0
383,3,44.5309,32.6379
37,323,1.91516,1.23004
5,122,53.843,9.59143
6,280,34.8827,5.93595
928,744,8.210230000000001,0.187134
819,30,17.1654,2.68793
4,650,16.7773,6.1986099999999995
139,6,60.3398,19.0372
78,546,9.87514,0.648171
4,99,59.8925,12.3698
12,287,22.3989,3.24632
95,42,39.1592,3.37007
58,26,52.4267,6.24025
75,369,5.23196,0.759389
391,3,65.0895,93.9059
39,382,1.64477,1.11653
248,32,24.7943,3.10528
257,3,55.6196,31.5255
707,17,9.39156,4.761019999999999
318,528,1.2967799999999998,0.311701
173,24,38.8095,4.7113
14,375,12.7766,2.54545
239,200,1.68482,0.621109
375,12,19.3297,6.90995
25,6,78.7781,31.1238
152,30,38.9466,3.99042
4,64,61.5703,13.9876
248,104,8.93098,1.04033
106,6,66.2818,21.0975
77,4,75.9253,33.816
16,291,17.1649,2.52515
3,63,67.2081,17.7118
32,175,9.24745,1.76573
102,3,75.3527,39.1197
57,249,1.38301,1.03719
31,768,15.6053,1.16928
4,426,30.1653,7.03285
54,979,21.3769,0.745849
42,4,81.6155,40.2984
421,804,1.7271299999999998,0.225464
635,152,14.2184,0.635478
62,286,2.79887,0.933215
4,745,12.4085,6.13698
4,296,40.6677,8.13081
214,203,1.8165099999999998,0.641571
736,4,100.0,0.0
703,87,15.7512,1.01171
25,36,31.1906,5.26935
122,27,44.9153,4.79396
39,33,43.8454,5.3279
179,4,59.4051,25.3871
6,38,43.6019,11.1159
17,19,48.097,10.5806
56,7,73.6957,22.64
302,459,0.49074799999999996,0.342019
24,31,36.8076,6.15831
21,119,19.1366,2.82776
38,117,1.49779,1.83349
569,785,1.74384,0.20541199999999998
571,29,5.7018,2.66363
38,226,5.1798,1.39984
25,272,10.8229,1.79381
281,28,21.9327,3.35785
16,48,5.21937,4.6051
215,25,32.0768,4.15899
175,17,42.6049,6.53185
13,865,11.8745,2.25699
20,616,6.93213,1.65708
62,514,9.385069999999999,0.764754
96,67,26.8567,2.1329
231,766,6.5758399999999995,0.305026
313,108,3.99282,0.924001
17,36,15.6026,5.5841199999999995
617,8,5.2610800000000015,11.2943
26,221,12.384,1.88861
10,589,3.39238,2.85169
213,8,44.8199,12.3797
774,309,15.3185,0.35630500000000004
10,91,39.8576,5.7795
6,339,29.5341,5.48572
596,208,12.8625,0.498507
29,328,5.03672,1.47291
19,274,15.3933,2.2401299999999997
166,6,55.7701,17.8073
62,42,39.6806,3.7832800000000004
11,190,32.4524,4.13796
696,15,7.7507800000000024,5.45863
72,777,16.2344,0.627037
4,405,31.7066,7.171
45,861,19.1395,0.8702549999999999
557,40,6.599239999999999,1.99755
146,19,46.1014,6.30442
9,27,4.6111699999999995,8.3275
543,22,1.85994,3.4141
3,227,52.7477,11.4145
556,437,7.775,0.29569
422,36,4.5686599999999995,2.2690599999999996
14,205,26.5274,3.26399
82,347,5.94305,0.745038
272,604,3.10848,0.314709
26,80,3.9346699999999997,2.73798
544,976,1.01628,0.186191
26,16,61.0558,11.9298
6,11,34.0722,19.8724
36,234,5.87346,1.43899
10,533,6.78228,2.95958
22,552,4.90494,1.56046
74,30,48.4471,5.06745
30,45,26.2365,4.11356
190,190,3.90717,0.7056
15,759,9.77095,2.0314099999999997
276,45,17.5381,2.15551
28,15,63.254,12.5853
617,536,7.2157,0.252849
582,14,0.360172,5.48562
183,205,2.7970200000000003,0.676795
6,147,48.1528,7.69072
638,18,6.32992,4.3173900000000005
7,250,35.1229,5.45924
160,6,56.7618,18.0509
11,594,1.6753099999999999,2.61663
129,113,13.6223,1.21411
296,61,11.8574,1.57914
777,673,5.97872,0.204663
480,120,7.431389999999999,0.78589
38,98,2.61679,2.0240400000000003
4,27,48.2003,16.5903
20,141,21.0936,2.7729
6,141,48.6965,7.807889999999999
12,27,14.7977,7.70839
190,339,3.33185,0.49431099999999994
59,39,41.8994,4.12545
248,15,32.6611,6.39539
335,9,27.2783,9.63368
334,648,1.1877799999999998,0.275022
8,347,24.0183,4.25201
15,801,11.2316,2.02755
59,73,21.3803,2.2553400000000003
300,75,8.989519999999997,1.29898
47,597,11.398,0.8914780000000001
178,409,3.4483800000000002,0.460845
56,783,17.2297,0.7510060000000001
5,250,40.9187,7.2496899999999975
331,528,1.34459,0.30645
20,8,73.9803,24.5257
17,979,17.2286,1.82919
292,111,4.8143,0.92665
23,5,80.9751,37.2216
932,11,81.6011,45.3922
247,5,46.5833,19.0121
117,5,66.3393,23.962
41,22,56.1189,7.98137
118,7,62.3894,17.6008
49,675,14.3091,0.849248
213,15,37.8605,6.7991699999999975
25,268,10.9093,1.80475
31,115,7.00161,2.12659
35,38,37.1282,4.7179
349,669,1.1275700000000002,0.265694
17,28,29.8488,7.14237
40,302,2.1992,1.1952200000000002
90,392,7.23044,0.674333
943,33,21.0081,2.4979400000000003
311,618,1.47227,0.290736
92,37,42.3927,3.8589599999999997
202,25,33.9993,4.26312
5,358,31.1247,6.25638
869,130,20.227,0.710566
637,5,69.0098,70.358
48,15,64.154,11.3381
82,3,78.4491,42.1556
554,24,3.3089800000000005,3.15695
174,3,65.1767,33.1959
14,386,11.8121,2.51427
20,33,27.7211,5.93944
77,128,9.53718,1.31645
817,54,18.7424,1.54469
21,60,1.9572,3.50586
37,396,1.70287,1.14431
3,623,25.6447,8.140410000000001
10,100,39.9652,5.6193
27,8,74.9267,23.4674
563,267,10.349,0.41369700000000004
93,949,17.9768,0.5015
4,653,16.6276,6.1944
75,142,7.56225,1.23571
84,56,31.9072,2.63385
970,53,22.6269,1.57843
17,38,12.3568,5.310230000000002
17,7,75.2875,28.4109
118,494,7.47133,0.52474
7,55,46.2169,9.00371
233,3,58.1671,31.7014
21,136,19.7183,2.69585
567,48,8.07157,1.7027900000000002
11,49,25.6429,6.24748
116,3,73.2351,37.4257
116,33,42.2517,4.0080800000000005
30,7,76.7515,26.1467
268,305,0.966013,0.455659
8,95,45.7221,6.93698
222,34,27.4672,3.05962
66,3,80.9372,45.2191
239,6,44.8538,15.8772
874,118,20.5559,0.772519
131,74,23.3055,1.7637200000000002
450,244,7.90724,0.462582
32,677,13.0651,1.15878
510,14,5.06033,5.5178199999999995
439,68,1.60381,1.26
4,72,61.5085,13.5679
9,246,31.1661,4.43229
183,149,7.14545,0.858974
863,272,17.5209,0.386964
9,888,8.37686,2.9827
26,61,6.9764800000000005,3.2224
925,224,19.5657,0.448808
44,73,16.0637,2.42986
196,159,5.83668,0.7981050000000001
160,374,4.43313,0.5100640000000001
836,326,15.3041,0.33616599999999996
4,131,57.015,11.2503
20,20,50.1289,9.85286
764,4,100.0,0.0
80,4,75.4013,33.3851
33,565,8.96725,1.16071
747,10,5.4676300000000015,9.29335
702,18,9.61884,4.45335
278,946,7.92477,0.257535
99,12,59.9356,11.3346
4,42,58.7356,15.3707
138,153,7.45943,0.929335
3,47,66.5545,18.9557
664,163,14.8929,0.597547
3,808,17.9843,8.3119
846,65,19.8214,1.30828
291,72,10.4242,1.3635700000000002
33,143,7.95075,1.8682
26,287,9.23494,1.6988900000000002
394,17,13.6456,4.7719
93,182,5.36301,0.9628190000000001
3,618,25.8834,8.14372
27,220,12.1001,1.83827
77,73,24.0423,2.09341
490,10,10.8777,8.22292
203,5,52.5436,19.8411
820,482,11.4068,0.25354099999999996
177,196,3.88945,0.709065
308,173,0.764433,0.636043
4,797,10.2731,6.15396
442,267,7.75339,0.43686899999999995
18,610,5.52059,1.7923099999999998
107,4,70.7356,30.1416
61,62,27.3001,2.59926
88,935,18.5437,0.524838
216,312,0.867582,0.486706
696,10,2.9662900000000003,8.86186
404,3,64.3463,92.6374
56,256,0.67547,1.02883
258,124,5.7965800000000005,0.8818959999999999
45,64,21.8427,2.71506
54,518,9.19677,0.837866
289,63,12.1524,1.54569
329,3,48.8652,31.8343
8,300,28.1369,4.51467
155,519,6.79178,0.442895
6,115,50.9372,8.38285
574,71,10.028,1.20982
102,36,42.1605,3.83869
833,232,17.6113,0.439276
471,217,8.77265,0.5003479999999999
4,432,29.7359,6.9959
588,5,70.9082,71.6562
3,34,63.0543,20.1779
4,28,49.44300000000001,16.5006
8,37,29.9577,8.70991
314,41,14.2779,2.24111
603,9,4.19177,9.58805
12,443,10.0564,2.71578
187,5,54.8884,20.3092
200,17,38.5522,6.1905
12,321,19.4822,3.09788
19,203,20.2692,2.52631
87,10,64.2373,14.1065
15,914,14.5905,2.01963
19,860,15.0903,1.6871
123,167,5.95955,0.9104209999999999
32,843,17.729,1.13015
193,21,37.3141,5.1298
408,234,6.17776,0.48384
308,150,1.1049200000000001,0.707403
122,920,15.3749,0.419463
163,524,6.9703399999999975,0.43241
300,156,0.62675,0.691334
185,13,43.8562,8.2473
21,9,72.1512,21.7538
524,861,0.5453399999999999,0.199765
486,51,3.1324,1.60934
5,265,39.4719,7.077160000000001
221,221,2.64723,0.599232
130,11,55.2413,11.1173
692,6,72.4826,63.9549
581,7,9.97299,13.2963
21,134,19.5618,2.71067
613,48,10.5274,1.7054900000000002
7,538,12.1385,4.01304
10,25,8.77476,8.465760000000001
486,6,19.6333,15.5312
171,4,60.5648,25.7099
47,415,4.480180000000002,0.969139
11,355,18.1355,3.2029799999999997
55,170,1.21234,1.25928
590,22,5.05387,3.45857
297,59,12.1353,1.62614
510,233,9.97913,0.46871499999999994
50,446,6.26604,0.914017
150,13,49.8264,8.9711
36,26,50.5472,6.89657
11,736,5.372809999999999,2.5644400000000003
16,800,11.8304,1.93103
463,502,5.0941,0.28471599999999997
11,138,36.4238,4.65591
6,142,48.5882,7.7877399999999986
35,314,3.16886,1.2951
36,121,3.33198,1.87825
200,213,2.54485,0.6372399999999999
5,188,47.24,8.14771
110,444,6.91025,0.570624
35,99,0.0996122,2.06953
24,29,39.5806,6.58692
126,144,8.50919,1.0068
8,709,0.451563,3.24571
40,161,3.96021,1.55287
10,900,10.0701,2.75387
443,3,62.0668,89.1925
13,96,32.5414,4.52893
537,7,12.9661,13.0228
3,332,43.6538,9.78602
57,281,1.92362,0.987298
35,3,85.2453,53.4184
895,578,11.0998,0.22262600000000002
56,255,0.7443489999999999,1.03138
620,58,11.5422,1.444
204,3,61.4717,32.2077
182,7,51.2829,14.8951
864,8,75.541,53.3627
520,50,5.372809999999999,1.63975
55,505,8.90745,0.8330219999999999
58,233,1.11517,1.05274
36,858,18.5999,1.03114
33,662,12.7609,1.1361700000000001
988,81,23.156,1.07426
533,110,9.558110000000001,0.837317
312,86,6.2093300000000005,1.13139
325,79,6.08223,1.2026299999999999
560,423,8.35803,0.302679
824,165,18.8407,0.582507
10,316,22.9171,3.64727
64,53,32.5701,2.9802
12,958,13.6833,2.39659
276,7,37.7971,13.1035
41,310,1.43933,1.15994
105,364,5.69551,0.637846
594,255,12.214,0.427253
7,52,45.3148,9.121
768,827,3.54609,0.181766
344,745,2.88845,0.256894
22,317,9.88605,1.86623
186,243,2.27827,0.599023
6,555,13.7697,4.53009
476,171,8.19812,0.59464
26,30,40.1863,6.28806
46,385,3.38606,1.0041799999999999
452,816,1.61002,0.216921
241,24,28.8029,4.1321900000000005
195,830,9.86591,0.325761
480,13,8.395669999999999,6.04726
518,6,17.2704,15.7725
4,80,61.1643,13.1815
27,987,20.1836,1.27219
55,3,82.5899,47.7348
8,566,8.21674,3.5106900000000003
719,149,16.3939,0.639093
63,778,16.8246,0.6912470000000001
37,8,74.5843,22.1316
334,15,21.495,5.70986
149,9,54.0202,12.7269
6,358,27.9029,5.36565
94,341,5.40071,0.695968
593,3,100.0,0.0
536,321,9.770010000000001,0.369422
4,34,54.8567,15.9861
59,761,16.7919,0.728072
18,42,9.36795,4.7950300000000015
89,553,10.4377,0.5974729999999999
256,132,4.65188,0.838087
399,498,3.31218,0.29788600000000004
173,746,9.76099,0.362332
65,45,38.0069,3.4912300000000003
91,425,7.42087,0.645099
199,146,6.24068,0.845066
30,109,7.08787,2.2185
142,67,24.9195,1.8862599999999998
626,4,63.7004,81.5037
43,349,0.728773,1.07256
507,119,8.73018,0.787114
268,3,54.5059,31.4992
10,268,27.2081,3.906930000000001
167,116,12.1622,1.0872
64,190,2.15214,1.10588
197,856,10.2252,0.321321
18,96,21.9774,3.4378300000000004
148,154,7.39659,0.9039959999999999
399,29,8.41733,2.83985
24,668,10.7409,1.4367299999999998
919,361,15.748,0.307315
24,11,69.0467,17.5502
611,234,12.1755,0.451217
286,12,29.8274,7.50743
391,281,5.0634,0.430671
620,37,9.82813,2.15041
710,573,8.03682,0.234622
106,92,18.4744,1.5471
8,461,15.1232,3.79434
16,458,4.80644,2.0927700000000002
60,111,9.49902,1.59239
29,230,10.0162,1.70755
120,6,63.7234,20.1365
49,72,18.8995,2.39184
62,129,7.0655800000000015,1.41891
183,33,33.1624,3.39171
211,67,19.0191,1.63861
297,14,26.744,6.37212
14,814,11.0171,2.13646
36,665,13.2052,1.06535
32,58,17.0248,3.21245
34,655,12.4376,1.111
12,350,17.0979,2.98919
33,106,3.44368,2.09403
905,20,17.7581,4.34435
559,87,10.0524,1.01797
6,21,14.3181,12.2065
79,81,20.8139,1.89325
4,672,15.705,6.17136
59,455,7.43106,0.818955
77,48,36.3219,3.13718
68,889,18.9184,0.636879
196,428,3.1774400000000003,0.431567
135,63,26.9815,2.0308200000000003
462,68,3.32862,1.25895
5,792,5.35505,4.88544
6,91,52.4407,9.01966
120,4,68.5512,28.9207
156,416,4.80557,0.48816
35,73,9.92452,2.57994
8,88,45.7514,7.0941
36,813,17.4886,1.03806
15,606,3.17925,2.05077
36,310,3.04555,1.2778399999999999
59,15,63.1945,10.7648
129,9,57.6264,13.4687
22,21,50.2908,9.25944
3,133,61.9324,14.0766
784,97,18.3685,0.918489
4,95,60.2075,12.5301
982,435,15.4737,0.266663
43,29,48.702,5.96643
832,129,19.522,0.716879
196,3,62.4293,32.4173
23,618,8.33062,1.49275
33,398,0.6462100000000001,1.23207
121,6,63.5375,20.0728
129,816,13.4891,0.42102700000000004
73,5,74.28399999999998,28.3191
4,100,59.8524,12.3299
226,437,2.2019900000000003,0.399479
16,315,15.2988,2.4424799999999998
5,25,35.2359,13.9153
33,140,7.71537,1.88337
16,520,0.767733,1.98981
580,887,1.37067,0.191386
815,142,18.9586,0.661257
10,414,15.0017,3.26626
19,160,22.0215,2.7635
94,274,3.87718,0.76644
19,18,52.877,11.037
40,297,2.1583099999999997,1.2034799999999999
40,197,4.2332800000000015,1.42951
4,607,18.9745,6.2775300000000005
60,36,44.1145,4.45483
155,11,50.7659,10.3733
63,338,3.31381,0.8628819999999999
9,52,36.209,7.3295
6,228,39.934,6.4624
905,5,100.0,0.0
4,65,61.5437,13.9339
53,483,8.1685,0.8636590000000001
7,126,47.0243,7.1195
102,28,46.9881,4.92096
76,15,60.9051,9.99479
160,142,8.1416,0.9347040000000001
158,67,23.8424,1.81826
60,943,20.6208,0.693114
298,3,51.62300000000001,31.5735
48,644,13.4228,0.868925
10,47,28.6643,6.84335
192,775,10.2277,0.338609
28,17,60.2106,11.0927
40,359,0.731805,1.11563
40,267,2.91229,1.25646
72,481,8.52395,0.711745
136,48,32.7014,2.63135
128,23,46.493,5.5071900000000005
5,267,39.2938,7.05466
45,263,0.9866149999999999,1.1618600000000001
421,44,3.13037,1.88157
613,4,63.9345,80.6768
835,6,100.0,0.0
138,49,32.2228,2.56809
4,363,34.9549,7.48618
3,466,34.2179,8.62955
698,378,12.4899,0.312134
51,600,11.8464,0.8420489999999999
8,131,43.8926,6.2562
23,54,7.59872,3.6703699999999997
9,99,42.7498,6.18175
6,89,52.5166,9.07775
140,15,49.9557,8.04107
102,17,54.8997,8.01955
10,659,0.465337,2.7519
49,27,51.3408,6.24463
79,16,59.4787,9.27172
262,23,26.3788,4.163209999999999
718,263,14.7269,0.405704
76,58,30.7418,2.6120099999999997
95,596,11.2365,0.561107
83,10,64.9665,14.3345
255,13,33.1655,7.25313
348,97,2.23921,0.9764709999999999
408,165,5.58132,0.6264850000000001
4,751,12.155,6.1374699999999995
248,482,1.83126,0.364035
79,20,55.9668,7.4482399999999975
13,370,14.2456,2.72743
221,472,2.92044,0.389298
949,72,22.3494,1.19393
23,188,16.5948,2.22245
883,6,100.0,0.0
113,558,9.94989,0.517862
60,27,51.5067,5.95571
476,95,6.12019,0.9515819999999999
211,380,2.38932,0.442483
6,416,23.2484,5.05211
73,73,23.3888,2.12419
22,211,16.5738,2.20275
219,9,42.5195,10.9422
198,577,5.79244,0.374526
171,16,43.9359,6.9859399999999985
209,45,25.4276,2.3953900000000004
187,73,19.6602,1.58085
237,38,24.1889,2.6818
5,61,56.4629,11.7414
379,441,2.63715,0.32293099999999997
84,192,5.16953,0.981037
135,841,13.261,0.40435
718,186,16.366,0.534101
18,386,8.022039999999999,2.02963
133,41,36.1189,3.09177
13,80,30.636,4.77476
330,48,11.0455,1.8966
10,152,37.609,4.88954
7,428,19.7307,4.38097
127,5,64.5853,23.2401
4,621,18.2386,6.2478
573,169,12.0648,0.588797
20,12,65.6615,16.5062
22,666,9.85511,1.5330000000000001
30,90,2.36235,2.37775
439,142,5.96703,0.6930390000000001
4,806,9.91678,6.15955
553,28,4.30425,2.74235
232,136,6.2240199999999986,0.849499
40,431,4.29396,1.06776
19,10,69.2641,19.8869
59,360,4.47139,0.8815649999999999
6,55,50.8745,10.2896
19,93,19.6705,3.32425
391,19,12.9042,4.28902
7,409,21.1793,4.4599
316,4,42.9282,23.6531
90,236,3.9406800000000004,0.845076
42,117,1.48514,1.74564
4,141,56.0159,10.9511
343,781,2.96037,0.25092800000000004
291,854,6.18096,0.26268800000000003
6,856,0.8932459999999999,4.076980000000002
529,809,1.01645,0.2068760000000001
166,173,6.05703,0.797068
478,691,1.45635,0.23325300000000002
253,16,31.2862,5.96629
345,622,0.553528,0.275532
765,67,17.4704,1.2727700000000002
878,14,14.2794,6.68838
305,16,24.3677,5.54526
810,4,100.0,0.0
248,24,27.8598,4.08595
283,30,20.9978,3.13576
463,16,7.63507,4.84919
912,5,100.0,0.0
6,71,52.5841,9.66592
250,26,26.7613,3.7732
428,97,3.34078,0.940687
497,394,6.68855,0.323477
812,222,17.636,0.457601
66,62,27.9134,2.54715
51,226,0.453851,1.14513
565,141,11.7458,0.68097
47,601,11.7884,0.892699
73,282,3.10835,0.8582989999999999
741,639,6.19876,0.214151
348,217,3.8469599999999997,0.527979
24,862,16.7448,1.40756
31,105,5.20759,2.1999299999999997
180,816,10.6574,0.345035
391,365,4.33614,0.36173299999999997
311,123,2.19842,0.8278
216,97,12.0927,1.16178
335,64,7.611110000000001,1.44299
42,38,40.0257,4.55703
10,66,37.0182,6.31182
598,9,4.51816,9.57235
651,86,13.8996,1.02355
6,37,42.7594,11.1712
81,21,54.7867,7.04247
417,19,10.2841,4.19646
424,15,11.9091,5.3021699999999985
720,236,15.4814,0.4415520000000001
892,16,15.8382,5.68661
953,331,17.3825,0.32708899999999996
367,31,11.1347,2.75113
758,86,17.5876,1.02146
597,192,12.4256,0.528271
186,216,1.7833599999999998,0.647544
7,91,48.9913,7.893639999999999
281,505,0.8623209999999999,0.334564
4,36,56.1189,15.8262
788,6,70.6641,66.6995
533,13,4.1028,5.99189
452,13,10.8552,6.09966
3,202,55.1398,11.9671
681,26,11.0874,3.00909
25,380,3.90145,1.5556299999999998
12,377,14.985,2.8992400000000003
7,17,13.7533,12.754
101,12,59.5559,11.2531
51,198,1.09651,1.2164
324,865,4.81886,0.247279
69,301,3.29886,0.861432
25,45,20.2108,4.2499199999999995
340,518,0.360808,0.305549
33,155,8.09675,1.81145
233,211,0.934305,0.605422
46,330,0.683288,1.0470899999999999
19,188,20.9162,2.6040400000000004
106,10,60.7176,13.1435
6,983,5.15847,4.24591
237,13,35.7531,7.4642800000000005
62,67,24.9751,2.40577
241,5,47.3543,19.093
131,21,47.2328,5.9638800000000005
359,5,34.1194,18.5857
78,13,62.5359,11.387
106,491,7.9359199999999985,0.5584979999999999
140,300,3.99258,0.604629
116,85,20.3669,1.61566
55,57,29.0859,2.88657
891,448,13.3858,0.26461799999999996
868,33,19.0061,2.46376
335,93,3.50754,1.0275100000000001
94,602,11.5344,0.562809
21,62,3.5244400000000002,3.47191
107,3,74.5883,38.4772
30,171,10.6616,1.87241
84,19,56.053,7.68332
85,24,51.9263,6.07932
5,182,47.8194,8.25372
7,994,8.01277,3.7107
395,24,10.4044,3.41222
3,209,54.4556,11.8036
165,786,10.0006,0.363779
8,636,4.20399,3.36714
