design1,design2,merit1,merit2
32,77,5.07864,2.5409200000000003
30,75,4.1363900000000005,2.64324
6,898,2.42679,4.12617
22,179,17.9238,2.34784
7,278,32.4464,5.22368
187,13,43.5281,8.211969999999999
134,69,24.9285,1.86939
413,76,0.433076,1.14947
5,17,11.0242,14.6107
965,7,100.0,0.0
6,30,34.8152,11.5822
5,666,11.1032,5.02096
959,59,22.4746,1.4298600000000001
103,9,62.4526,14.6674
647,255,13.4704,0.422142
207,328,1.17687,0.48147
115,9,60.2182,14.0754
92,134,9.76385,1.19082
5,14,5.4345,15.7657
30,776,15.7006,1.1977
24,50,13.4476,3.8944699999999997
60,5,76.5743,30.1099
240,35,24.7757,2.88751
191,9,46.9006,11.5321
739,73,16.7461,1.17974
294,3,51.9944,31.5519
4,41,58.4013,15.4446
132,263,2.76897,0.663296
96,3,76.2704,39.9489
913,15,15.9385,6.25822
8,15,30.2809,14.3412
181,13,44.532,8.32094
8,17,22.2195,12.6463
19,8,73.6751,24.6882
127,532,8.10197,0.489996
54,725,15.7049,0.7820739999999999
13,68,27.9782,4.99826
7,419,20.4171,4.41775
186,754,10.217,0.348275
75,28,49.9894,5.41225
870,10,80.7463,48.481
756,12,8.18104,7.441439999999999
70,39,42.305,3.95601
32,281,6.0439300000000005,1.4564700000000002
53,17,61.6187,9.77749
354,13,20.7188,6.4609
456,6,21.9964,15.3483
159,18,44.5594,6.4229
162,10,50.58600000000001,11.1502
38,13,67.0827,13.7477
22,576,6.07713,1.5538
729,360,12.8927,0.320253
792,437,12.8206,0.27558299999999997
507,52,4.79164,1.58462
851,3,100.0,0.0
19,549,3.02116,1.73495
175,643,8.990260000000003,0.383996
256,564,3.08522,0.334216
82,68,26.1592,2.2013700000000003
802,250,16.8655,0.41661
27,23,50.787,8.19805
50,106,7.59978,1.75237
150,3,68.3653,34.4887
5,196,46.4124,8.01171
208,349,1.74134,0.46347299999999997
51,186,0.209479,1.25101
57,16,62.339,10.1936
73,198,3.42971,1.0237
15,109,28.813000000000002,3.85152
19,21,47.0451,9.43259
194,61,22.0544,1.84525
9,231,32.5353,4.54879
3,24,54.5778,21.3001
435,65,0.929698,1.30793
65,65,26.3167,2.44099
89,3,77.3549,41.002
12,693,4.6081,2.40703
73,300,3.98652,0.8410860000000001
140,3,69.7546,35.2007
8,35,27.4303,8.80038
153,212,4.7823400000000005,0.714539
888,721,8.2516,0.193272
3,115,63.6433,14.824000000000002
693,57,14.6179,1.46807
32,34,39.5995,5.36045
7,9,50.9606,24.0127
33,23,53.3047,7.93705
790,12,9.59318,7.6436
79,12,63.4352,12.2483
75,108,12.4129,1.50583
339,314,3.26974,0.415807
128,24,45.8125,5.28431
380,11,19.8309,7.56123
364,45,8.28989,1.94289
668,98,14.7436,0.914258
57,56,30.1794,2.91148
7,54,45.9242,9.04244
712,3,100.0,0.0
520,503,5.12475,0.272095
142,3,69.4742,35.0491
12,6,74.8787,34.0099
124,11,56.3433,11.3221
217,399,2.25916,0.426109
6,408,23.8661,5.09151
38,172,5.61228,1.5694299999999999
383,5,31.8619,18.6774
71,54,32.8404,2.85311
972,350,17.4208,0.314272
26,75,1.6967599999999998,2.79767
18,115,23.5376,3.24598
141,57,28.7919,2.20395
4,50,60.6008,14.8234
922,7,100.0,0.0
11,15,44.4933,14.0174
350,9,25.6008,9.55692
892,630,9.6793,0.209905
50,37,42.332,4.5129
151,48,31.0727,2.53817
615,81,12.3424,1.07943
11,145,36.0044,4.57706
49,38,41.3479,4.41595
276,9,34.4897,10.1126
61,127,7.077389999999999,1.4426
338,380,2.89691,0.369593
68,76,21.5799,2.09228
44,184,2.86248,1.38241
61,285,2.27566,0.94076
506,923,1.29169,0.19633
28,186,12.3885,1.9101400000000002
156,290,3.50864,0.589015
52,12,67.4461,13.8455
46,19,59.6133,9.03892
36,8,74.6946,22.2574
71,71,24.3035,2.1995400000000003
6,688,6.4575,4.22349
249,4,50.2492,23.8566
69,18,58.9907,8.60748
47,458,6.10637,0.942528
3,49,66.8055,18.785
68,7,71.6527,21.3616
629,5,69.2517,70.2415
16,5,80.0493,39.0367
5,15,0.600228,14.8064
385,614,0.920493,0.266611
22,838,15.5575,1.5086700000000002
4,24,43.6409,16.8753
10,420,14.534,3.24686
33,66,12.4122,2.85073
5,820,4.2155,4.87747
9,372,20.0001,3.73489
3,141,61.136,13.7749
761,126,17.7605,0.734296
305,3,50.9812,31.6183
30,204,10.2212,1.74446
97,8,64.8653,16.7347
304,13,26.6548,6.792089999999999
699,9,1.5157100000000001,10.127
375,119,1.6946,0.8104939999999999
15,238,22.5103,2.89693
9,238,31.85,4.49293
498,104,7.58155,0.879534
34,487,5.61573,1.1632
22,13,64.6778,15.0512
60,230,2.06089,1.04409
165,104,14.7171,1.20298
92,133,9.76222,1.19714
9,38,25.1452,7.83175
278,19,26.1436,4.8783
280,582,2.33264,0.315254
24,443,0.434444,1.50942
8,360,22.8945,4.18841
192,172,5.28075,0.757992
25,4,83.3377,44.724
14,609,2.44995,2.1564400000000004
7,111,48.0978,7.42484
8,206,37.1111,5.27412
156,14,47.9557,8.230960000000001
187,498,4.9581800000000005,0.411747
11,564,3.4443300000000003,2.66771
360,194,3.72225,0.568157
175,6,54.3136,17.4701
385,250,5.14084,0.468016
945,27,20.3414,3.10712
122,3,72.3462,36.7943
4,443,28.9627,6.93015
5,98,55.7598,10.3039
350,198,3.14423,0.562006
86,10,64.4078,14.1629
216,5,50.708999999999996,19.5334
38,8,74.5152,22.0067
195,221,1.66294,0.62747
130,26,44.3356,4.85979
12,298,21.50800000000001,3.19595
267,4,48.1563,23.7159
49,53,30.366,3.17658
868,258,18.0006,0.40293
95,54,32.7088,2.6316200000000003
19,386,7.254110000000002,1.94029
3,44,66.1251,19.2165
4,297,40.5726,8.1195
605,324,11.5518,0.35735900000000004
17,39,10.6924,5.1793
311,16,23.6264,5.50502
155,475,6.94678,0.465651
824,4,100.0,0.0
15,33,14.332,6.1767699999999985
12,49,21.4468,5.80397
8,686,1.58707,3.28096
39,3,84.78,52.1502
236,139,5.89145,0.8291649999999999
3,110,64.1311,15.0502
12,189,30.9597,3.84767
487,19,3.89056,4.00521
6,336,29.7881,5.5060400000000005
615,188,13.3302,0.535779
3,120,63.1653,14.6059
436,34,3.69425,2.36625
11,64,33.0195,5.85832
244,626,4.80236,0.326922
734,854,3.2941300000000004,0.181852
194,193,3.5153800000000004,0.691516
38,613,11.558,1.03508
412,31,6.63267,2.63488
146,238,3.81545,0.680309
507,19,2.22209,3.9636199999999997
12,21,30.47,9.89665
4,19,32.1135,17.3811
11,20,29.1686,10.4798
185,29,34.6297,3.8251699999999995
356,100,1.3555,0.943891
71,16,60.6655,9.58333
77,3,79.2273,43.0451
908,946,5.27815,0.163915
244,9,38.8574,10.5244
30,46,25.2834,4.0296400000000006
248,148,4.17934,0.772258
12,9,65.5583,23.124000000000002
112,703,12.414,0.4809060000000001
541,5,72.7024,73.9827
152,28,39.9605,4.26687
16,290,17.3096,2.52882
10,169,36.2354,4.70222
125,27,44.5032,4.75206
22,6,78.6632,31.731
215,3,60.1868,31.9719
613,12,0.59263,6.65556
10,645,0.27794800000000003,2.75983
3,326,44.133,9.85743
181,49,27.2285,2.32821
173,38,32.3772,3.0230900000000003
349,70,5.41285,1.30979
5,451,23.9688,5.71224
816,213,18.0654,0.473156
20,398,5.56222,1.83421
15,86,26.7606,4.14406
67,248,2.2503,0.951298
27,350,4.5602800000000006,1.51391
6,275,35.3577,5.98039
172,7,52.9116,15.2148
19,13,62.9509,15.3366
40,10,71.2586,17.5805
25,10,71.0472,19.1511
380,77,2.0561599999999998,1.1647299999999998
3,122,63.0006,14.5213
193,3,62.7951,32.5051
45,5,78.9802,32.5901
36,4,82.3912,41.748999999999995
3,262,49.5523,10.7678
39,475,5.85553,1.06146
780,17,12.4915,4.95281
358,102,0.872985,0.925983
713,5,100.0,0.0
6,9,44.9242,24.206
340,294,3.86393,0.435864
13,87,31.665,4.66335
541,109,9.87242,0.842435
455,188,7.380619999999999,0.556584
213,12,40.2326,8.4065
106,396,6.44364,0.613085
941,56,22.0481,1.49918
124,33,41.2565,3.91551
462,224,7.92035,0.488461
659,5,68.5702,71.2958
266,4,48.2706,23.7219
586,5,70.9858,71.7455
51,22,56.3366,7.61585
200,463,3.16993,0.40994200000000003
29,590,9.10152,1.26575
22,4,83.3879,45.6196
14,17,47.0849,12.0874
677,150,15.372,0.638975
500,29,0.6263890000000001,2.63795
112,40,38.8013,3.3581800000000004
67,6,73.4879,24.7131
66,994,21.0118,0.6391680000000001
501,90,7.3157,0.993122
206,140,7.3884,0.864892
326,148,0.386958,0.702286
59,397,5.28865,0.851548
720,448,11.1317,0.276269
38,3,84.9067,52.46100000000001
159,805,11.554,0.372313
570,77,10.0854,1.12818
81,15,60.075,9.79344
403,117,2.91531,0.812376
834,103,19.6994,0.870792
441,168,6.8637,0.6087560000000001
25,733,13.2707,1.38191
761,25,14.2648,3.1961
85,13,61.4081,11.0689
301,18,23.7053,4.9784
60,25,53.2379,6.43676
47,5,78.6805,32.231
387,308,4.4699,0.404663
613,6,75.0491,66.7767
33,385,0.0798776,1.24179
76,5,73.7529,27.9455
283,51,15.2933,1.89794
559,256,11.1697,0.430838
397,356,5.47938,0.36949
278,31,21.315,3.06092
49,50,32.0842,3.36177
137,217,4.79429,0.7387670000000001
183,82,17.7818,1.43203
938,119,21.8344,0.764991
3,72,66.9128,17.1052
16,103,26.5733,3.7097599999999997
160,536,6.74215,0.429314
440,12,12.8878,6.6972
921,87,21.7482,1.00876
11,791,7.5423,2.56258
105,962,17.5966,0.461407
507,167,9.80756,0.60318
188,4,58.1292,25.0699
123,113,13.2438,1.23351
127,12,54.8272,10.3308
11,3,84.4039,62.8636
3,170,58.2724,12.8196
234,405,1.5772700000000002,0.40678000000000003
646,33,10.6163,2.39038
15,4,82.6124,47.8968
99,140,9.43862,1.12711
3,414,37.6134,8.98883
335,375,2.91961,0.373937
19,330,11.2723,2.07043
52,221,0.000377459,1.14398
203,4,56.0709,24.6364
116,102,16.5109,1.37572
101,18,54.2753,7.61361
82,112,12.5013,1.42638
45,9,72.244,18.9363
17,306,15.0676,2.34879
22,30,35.5687,6.44057
19,54,1.98192,3.90196
185,410,3.22745,0.452222
8,22,2.91495,9.78172
33,915,19.5894,1.0955700000000002
231,12,37.5059,8.139610000000001
4,626,17.9845,6.23833
31,25,50.1075,7.36695
902,30,19.6226,2.73711
78,152,6.55877,1.16464
12,793,8.63449,2.4012599999999997
344,158,1.95767,0.664992
57,81,17.7851,2.0764099999999996
78,11,64.6818,13.3672
739,38,15.2165,2.1187
166,33,35.5096,3.52034
837,88,19.7429,0.999441
54,59,27.3661,2.80137
10,544,6.0708800000000025,2.93635
9,733,2.49958,2.96984
17,909,15.5263,1.83413
12,760,7.40614,2.40255
90,7,67.6108,19.4489
27,18,58.3121,10.5261
54,4,79.804,37.728
59,5,76.7426,30.261
191,25,35.5958,4.358219999999998
28,3,85.8994,55.8134
101,658,12.0887,0.521686
840,132,19.6105,0.702629
202,40,27.9029,2.71441
21,450,1.51116,1.67498
22,661,9.75055,1.5352
61,27,51.4761,5.93071
274,123,4.9927,0.8691840000000001
46,4,81.0437,39.3945
161,5,58.9133,21.3218
304,19,22.7941,4.7095699999999985
9,931,9.69564,2.9897400000000003
509,41,3.549,1.9488
7,20,0.762065,10.8558
20,23,44.6155,8.54118
219,31,28.9809,3.35921
35,382,0.768055,1.1989299999999998
358,26,13.6155,3.28071
91,7,67.4341,19.3729
809,8,76.9168,54.3934
182,268,1.6327200000000002,0.57017
126,75,23.4093,1.7640200000000001
835,29,17.533,2.79229
192,99,13.7952,1.1903700000000002
31,340,3.31166,1.3748
18,13,62.1838,15.4351
33,634,11.5773,1.14114
171,7,53.081,15.2488
906,58,21.2297,1.45072
338,7,30.4941,12.6968
71,131,8.2488,1.32915
118,3,72.9371,37.2092
11,46,23.1506,6.33592
266,99,8.39352,1.05813
374,911,4.20265,0.226794
501,418,6.70887,0.311321
101,164,7.07349,1.0028
51,288,0.593015,1.03426
21,79,12.2757,3.22709
511,681,2.39398,0.23016
21,29,35.8048,6.7080199999999985
48,368,2.673,0.98844
337,689,2.14005,0.267861
9,61,39.4074,7.0581
952,890,4.8541,0.164867
5,72,56.8124,11.2557
192,17,39.8522,6.29349
4,267,43.3235,8.481860000000001
28,133,11.5447,2.17155
109,173,6.66747,0.9383
785,252,16.3528,0.414375
15,53,13.4557,4.72829
271,32,21.8574,2.99919
14,14,54.8214,14.7105
5,361,30.8869,6.23492
4,499,25.2333,6.6410300000000015
181,11,46.3168,9.74688
50,128,3.80763,1.54469
46,489,7.49495,0.94499
379,761,2.10643,0.242923
102,59,30.3081,2.36431
28,152,12.1942,2.0636799999999997
141,3,69.6154,35.1241
238,15,34.0999,6.50155
424,17,10.6522,4.66386
676,926,1.19547,0.176945
144,57,28.4998,2.18827
776,9,80.3808,52.8644
8,246,33.1591,4.9034
31,7,76.7258,25.9901
980,605,11.3347,0.211327
4,458,27.9264,6.8453
542,16,1.1192,4.70774
28,39,30.8088,4.78447
10,61,35.659,6.44068
30,185,10.7142,1.81588
218,15,37.0988,6.7362
248,96,10.0152,1.11525
119,437,6.82915,0.5503560000000001
304,997,6.528169999999999,0.238648
42,225,3.3279400000000003,1.30398
207,220,2.15984,0.615943
48,89,11.3415,2.01752
535,3,57.1734,86.2717
6,100,51.9751,8.76496
405,105,2.72207,0.8876950000000001
423,152,5.51619,0.661326
295,5,40.8128,18.6153
119,554,8.63218,0.499819
133,450,7.3006800000000025,0.512726
13,134,32.4372,4.0662699999999985
205,379,2.67255,0.44980600000000004
96,11,61.4914,12.45
5,68,56.7841,11.4259
155,67,23.9484,1.83062
8,147,42.6277,6.0073099999999995
19,259,16.57,2.29241
541,247,10.767999999999999,0.4446729999999999
18,16,55.8513,12.5187
23,60,2.32625,3.3612800000000003
220,882,10.1283,0.299447
29,6,78.7089,30.3553
319,35,15.2514,2.58696
24,44,19.8214,4.37445
283,46,16.432000000000002,2.09018
728,31,14.001,2.56091
5,289,37.2258,6.82833
78,256,3.4706699999999997,0.86508
5,326,33.8688,6.49869
344,401,2.06054,0.352647
337,479,0.990287,0.321286
34,111,3.31644,2.01484
812,5,100.0,0.0
125,77,22.9794,1.72835
72,270,3.17128,0.88421
11,79,36.1666,5.53989
4,8,32.0553,27.5867
12,774,7.923210000000001,2.40181
648,681,4.96362,0.21408600000000005
3,915,14.4208,8.51882
27,167,13.165,2.04927
15,15,54.0,13.6303
27,108,10.0958,2.40654
91,488,8.455110000000001,0.614579
6,10,39.4803,21.8326
22,5,80.9148,37.4671
256,47,19.2395,2.12895
146,530,8.6464,0.45775299999999997
7,44,41.6684,9.45185
139,99,16.281,1.32988
309,12,26.905,7.310119999999999
21,543,3.96164,1.6165100000000001
17,256,18.6895,2.5276
708,7,76.1798,60.0264
3,206,54.7515,11.8733
31,654,12.1122,1.1917
51,17,61.6564,9.86814
261,18,28.9691,5.26604
173,895,11.4559,0.339351
984,531,12.5593,0.230622
4,93,60.371,12.6108
123,206,4.82954,0.7942779999999999
685,62,14.497,1.36247
24,56,7.95205,3.5278199999999997
50,7,74.6659,23.3554
869,668,8.121889999999999,0.202235
23,494,2.25371,1.52959
681,857,2.85407,0.186021
30,319,4.97763,1.44894
19,37,19.3801,5.3567300000000015
339,8,28.4293,10.9368
408,55,2.52889,1.54569
63,33,46.5487,4.80612
213,426,2.44434,0.415628
65,3,81.08800000000002,45.4327
3,42,65.7356,19.3994
58,25,53.4552,6.49221
458,68,3.0499,1.25934
731,356,12.601,0.321294
27,351,4.53258,1.51226
224,474,2.81113,0.3859530000000001
118,4,68.8828,29.0958
141,195,5.06694,0.780741
39,13,67.0828,13.675
108,92,18.437,1.53831
272,42,18.8167,2.31338
5,62,56.5153,11.6945
70,6,72.9443,24.3726
9,41,28.4613,7.714930000000002
143,9,55.089,12.9355
22,33,31.2015,5.8576
461,49,1.10546,1.66566
9,78,42.1467,6.6205
27,16,61.4019,11.8619
7,15,22.7746,14.4592
421,52,1.8540900000000002,1.60972
13,5,78.7708,39.8922
38,6,77.9616,28.7701
143,5,61.8619,22.2424
4,514,24.2919,6.57558
501,133,8.702639999999999,0.719792
295,6,37.7659,15.2779
223,8,43.324,12.1803
44,206,2.8139999999999996,1.31655
355,122,0.00998209,0.796953
185,147,7.43606,0.864027
10,125,39.3336,5.23131
486,154,8.65632,0.6444840000000001
93,27,48.8598,5.25785
76,3,79.3854,43.2305
10,470,10.9365,3.10596
12,3,84.8931,62.3809
5,454,23.7557,5.69776
495,351,7.168089999999999,0.34983000000000003
455,258,7.625560000000001,0.440532
12,803,8.98898,2.4004
154,277,3.37211,0.608401
159,34,36.0209,3.4751300000000005
20,25,41.0513,7.84515
45,474,6.84682,0.9665530000000001
111,3,73.9827,37.9937
49,82,14.7171,2.14292
5,108,55.0578,9.99097
6,128,49.8764,8.08287
308,399,2.02017,0.37002
157,3,67.4135,34.055
182,676,9.02344,0.367932
69,4,77.3017,35.0469
475,534,4.7410000000000005,0.27176500000000003
58,33,46.4064,4.90256
4,45,59.6047,15.1604
3,340,43.0302,9.69432
69,570,10.9333,0.6947979999999999
8,204,37.2432,5.29481
44,752,16.230999999999998,0.901072
522,4,66.9747,79.347
115,10,59.0622,12.75
27,93,7.3109,2.5369200000000003
411,19,10.8741,4.21687
40,26,51.4346,6.7614399999999995
4,245,45.4278,8.78692
9,386,18.8624,3.67935
21,261,14.5039,2.10035
55,4,79.6402,37.5325
116,356,5.73391,0.6116090000000001
295,160,0.55513,0.6801020000000001
9,21,14.6053,10.1482
55,46,36.2733,3.5559
389,18,13.6152,4.5298
39,9,72.873,19.5626
4,61,61.469,14.1567
27,179,13.2954,1.99525
19,46,6.76245,4.37622
15,190,26.033,3.16843
226,510,3.23844,0.37096
214,9,43.2789,11.0373
229,173,3.7873,0.706055
173,40,31.5604,2.87825
129,340,4.74715,0.5878329999999999
217,39,26.4149,2.70724
17,461,3.67066,1.98165
4,54,61.0815,14.5712
3,45,66.3123,19.129
314,60,10.3174,1.56894
44,141,0.750366,1.54675
10,445,12.7207,3.17358
60,6,74.6959,25.5602
252,51,18.6063,1.98258
381,305,4.15123,0.408322
29,50,20.4364,3.7477699999999996
183,185,4.58044,0.73063
5,52,55.3112,12.1866
563,259,11.2304,0.42665
394,62,2.68329,1.40067
46,273,0.668083,1.12675
835,9,79.141,51.3489
78,98,15.748,1.61364
696,492,9.42747,0.26051799999999997
357,43,9.36975,2.0421400000000003
12,31,5.20399,6.74792
34,97,0.13703800000000002,2.11965
171,505,6.33631,0.42978900000000003
119,694,12.0219,0.465534
110,549,9.94566,0.5288109999999999
54,492,8.48445,0.849274
26,22,51.7376,8.62544
68,501,9.01192,0.725604
705,20,10.5445,3.9723699999999997
21,297,12.1305,1.99128
225,154,4.7024,0.775826
212,48,24.0425,2.24077
4,79,61.2462,13.2274
72,78,21.3624,2.01337
14,151,29.9248,3.65947
55,73,20.4974,2.29776
31,10,71.5672,18.4838
183,46,28.1075,2.46502
207,11,42.118,9.2356
185,95,15.2694,1.25167
18,19,49.6085,10.5123
880,18,16.3414,4.87712
142,337,5.20099,0.570551
622,51,11.1896,1.61711
96,943,17.8528,0.49129799999999996
57,62,26.5284,2.64363
23,6,78.7093,31.5252
504,902,1.02145,0.198444
5,41,51.82,12.8068
306,589,1.22689,0.299414
17,5,80.3123,38.7624
57,138,3.80665,1.39265
423,129,4.9478800000000005,0.749911
3,989,12.242,8.69102
115,822,14.7482,0.451087
729,95,16.7307,0.937153
71,3,80.1624,44.1921
6,39,44.3598,11.0614
21,34,27.9693,5.72487
382,14,16.8756,5.85815
223,10,40.7101,9.82271
117,39,38.8303,3.3908
55,142,3.0655099999999997,1.39239
530,22,0.8819799999999999,3.4024300000000003
22,631,8.435080000000001,1.5399399999999999
73,6,72.4,24.0442
7,117,47.6525,7.2983699999999985
72,979,20.368,0.600493
441,6,23.2342,15.2728
4,974,4.0688900000000015,6.34124
69,12,65.0463,12.7842
5,27,38.8029,13.7573
5,18,15.3133,14.5169
199,120,9.76901,0.992899
564,91,10.4504,0.978916
294,109,4.99337,0.938097
81,980,19.8466,0.5510079999999999
13,630,2.59459,2.27457
430,34,4.23897,2.3776900000000003
8,252,32.6045,4.85457
4,14,11.364,17.9506
315,124,1.95654,0.818539
11,127,36.8882,4.78978
66,28,50.43600000000001,5.60444
16,268,18.9174,2.6128
7,24,13.4327,10.5029
5,191,46.9076,8.09539
35,48,27.5444,3.75344
18,169,23.0789,2.83333
308,6,36.2575,15.2039
42,265,2.21306,1.2199
33,19,58.5466,9.64455
5,380,29.3308,6.10801
7,474,16.3763,4.20962
372,48,6.9634800000000014,1.8144900000000002
201,116,10.1418,1.02047
131,10,56.1164,12.128
245,73,14.5221,1.43409
327,247,3.09157,0.49239399999999994
400,4,35.3018,24.2965
9,60,39.1348,7.08621
17,871,14.5069,1.83741
968,668,9.68285,0.197573
38,24,53.3049,7.409489999999999
322,652,1.89552,0.279994
9,113,42.3058,5.93075
5,353,31.5559,6.29165
416,90,1.94415,0.999861
123,9,58.7292,13.7192
15,8,71.6267,25.3665
81,29,48.5863,5.10966
12,67,30.7016,5.36908
424,3,63.1865,90.8056
31,117,7.24688,2.11287
555,12,3.42785,6.5907300000000015
41,7,75.8728,24.5294
6,72,52.6136,9.630339999999999
568,360,8.71936,0.333196
19,24,41.2878,8.23081
947,36,21.3662,2.28581
679,21,9.65444,3.7327199999999996
203,134,8.2288,0.902545
14,210,26.0618,3.23326
23,798,14.7259,1.46321
5,899,1.23046,4.88866
3,37,64.3229,19.8753
415,377,5.64248,0.35131
723,22,11.9792,3.61181
170,428,5.0305800000000005,0.4653640000000001
11,24,17.5299,8.72986
935,387,16.0271,0.292821
792,37,17.0286,2.18255
12,33,0.712695,6.36325
848,40,19.0037,2.03839
214,6,48.3632,16.3537
58,406,5.75698,0.857384
122,750,11.9959,0.44348000000000004
735,262,15.3421,0.406367
44,4,81.3247,39.84
24,12,67.2365,16.1024
472,46,1.4729299999999999,1.75921
140,14,50.7579,8.58938
134,6,61.218999999999994,19.3061
7,10,46.2007,21.6576
152,10,52.335,11.4371
9,59,38.8555,7.11459
3,682,22.9593,8.14325
66,431,7.03908,0.777271
4,383,33.3816,7.32918
155,3,67.6831,34.1738
5,586,15.3695,5.20446
72,860,18.4961,0.61643
25,52,13.1741,3.72479
952,774,8.039530000000001,0.181743
458,3,61.1711,88.0066
158,6,57.0926,18.1357
72,215,3.2341599999999997,0.988243
125,11,56.16,11.2876
155,438,5.25726,0.478105
272,159,2.20043,0.7041729999999999
65,162,3.9407300000000003,1.20278
126,73,23.8825,1.80978
797,6,70.3633,67.0488
3,165,58.779,12.9702
46,5,78.8361,32.4095
75,699,14.2188,0.623898
5,53,55.5265,12.1343
74,7,70.5907,20.7903
17,88,22.6776,3.70486
754,205,16.7425,0.491274
180,935,11.3797,0.325877
6,20,10.7252,12.2837
327,3,49.0366,31.8126
168,183,5.60768,0.7612
3,287,47.3673,10.3765
825,7,73.2818,58.9756
215,9,43.1276,11.0177
93,33,44.8505,4.3094199999999985
387,26,10.5504,3.1861
99,542,9.50036,0.5631970000000001
71,31,47.9773,4.95978
9,351,21.7017,3.82467
160,165,6.49945,0.8365379999999999
3,19,45.5738,21.9384
40,52,27.2876,3.3819999999999997
490,37,1.49135,2.12842
69,3,80.4704,44.5948
194,23,36.1329,4.6920199999999985
11,489,8.190489999999999,2.81658
52,10,69.9854,16.5111
111,82,21.2131,1.68924
140,26,42.8081,4.72849
3,776,19.1609,8.25747
35,155,7.14279,1.7333900000000002
170,20,41.5542,5.6540300000000006
39,44,33.5319,3.99572
3,160,59.2566,13.126
36,24,52.8362,7.484310000000002
61,744,15.8184,0.711248
61,152,4.13624,1.2818200000000002
146,191,4.61953,0.779837
5,230,42.925,7.50323
139,7,58.5769,16.5225
8,146,42.653,6.02182
13,40,6.99061,5.68311
12,14,50.5071,14.9172
19,126,22.169,3.00435
126,6,62.6405,19.7659
70,43,39.4372,3.5860300000000005
485,199,8.50335,0.527678
155,896,13.339,0.364466
68,4,77.4726,35.2095
367,17,16.5048,4.88748
164,410,5.04675,0.4834729999999999
492,3,59.1108,85.6944
9,303,25.9056,4.06439
281,35,19.7004,2.71638
114,11,58.1913,11.6904
65,102,12.8746,1.65367
14,301,18.6161,2.78925
12,277,23.2963,3.2948
130,6,61.9267,19.5313
48,194,0.881033,1.27049
5,115,54.4699,9.78649
16,13,60.2043,15.6379
257,12,33.747,7.80939
618,269,12.412,0.407599
6,164,46.4365,7.377289999999999
105,239,3.97073,0.7827430000000001
37,725,15.1617,1.03069
174,42,30.7266,2.74037
322,33,15.499,2.7254
33,380,0.287207,1.2494
38,21,56.9097,8.49128
228,503,3.1459200000000003,0.372227
514,41,3.93505,1.94969
7,363,24.8906,4.67992
342,165,1.49647,0.640325
173,20,41.0698,5.61551
941,66,22.1744,1.29137
127,9,57.9944,13.5506
15,776,10.3926,2.03003
22,18,55.5573,10.8355
3,258,49.9017,10.8351
213,26,31.8914,4.0204699999999995
59,12,66.5515,13.385
6,22,17.5473,12.1311
19,11,67.1596,18.1074
11,157,35.1062,4.44753
289,16,26.42,5.66156
66,21,56.5421,7.47958
16,750,10.1119,1.936
660,41,12.1832,1.9664599999999999
94,73,24.3441,1.97706
111,6,65.3606,20.7381
101,178,6.3387400000000005,0.94912
22,446,1.20846,1.6171799999999998
62,182,2.37619,1.14935
10,6,72.4588,34.5265
55,6,75.5359,26.2137
11,579,2.58157,2.64174
23,981,19.2679,1.44389
899,27,19.1285,3.0644400000000003
192,626,7.00042,0.367441
16,975,16.6676,1.91773
87,4,74.1851,32.4399
94,15,57.9696,9.316
15,255,21.1916,2.81738
3,207,54.6474,11.8499
6,43,46.7698,10.8494
570,331,10.0851,0.355408
15,44,3.9628,4.9509300000000005
8,49,39.2927,8.22775
686,7,76.7839,60.7594
265,264,0.337444,0.496705
25,101,11.7835,2.61036
840,555,9.680639999999999,0.229115
691,107,15.6449,0.847432
66,19,58.4242,8.26206
520,223,10.5233,0.482034
199,92,14.238,1.2517
29,82,0.772745,2.51651
887,395,14.8046,0.290112
317,56,10.754,1.6664900000000002
600,79,11.5957,1.10341
4,455,28.1312,6.86207
38,730,15.3425,1.00904
79,22,54.2723,6.77658
15,70,22.8937,4.39564
40,73,14.1406,2.49858
90,200,5.05276,0.9272879999999999
405,524,3.03803,0.28834
983,8,73.7992,56.2364
25,452,0.875084,1.45978
33,21,55.9539,8.71135
142,129,10.5438,1.05719
53,159,1.2588,1.328
129,7,60.37600000000001,17.0083
5,6,55.7179,35.9322
60,15,63.0895,10.7161
29,19,57.6082,9.854330000000001
927,99,21.8085,0.899756
37,34,42.0843,5.2227
151,175,5.87812,0.817665
16,21,41.9957,9.620280000000001
934,137,21.3856,0.676776
120,48,34.1396,2.74685
262,5,44.7019,18.8437
516,11,7.5076899999999975,7.32614
30,44,27.1845,4.19921
50,910,20.2417,0.798691
44,32,45.9298,5.3722699999999985
491,9,12.3073,9.35253
137,13,52.1201,9.29631
467,3,60.629,87.3338
321,88,5.25454,1.09726
816,55,18.7394,1.5193299999999998
57,601,12.1121,0.781647
116,84,20.7045,1.63206
69,297,3.30361,0.867108
13,24,26.5667,8.58772
5,242,41.7239,7.34811
740,3,100.0,0.0
645,4,100.0,0.0
24,425,1.37405,1.5343200000000001
63,427,6.72668,0.798966
84,366,6.3880099999999995,0.719147
3,10,3.78125,23.2616
175,480,4.834980000000002,0.430918
4,52,60.8195,14.6965
34,14,65.6288,13.0479
25,966,19.3935,1.3537
66,259,2.5293200000000002,0.9421360000000001
57,406,5.72354,0.8670399999999999
54,5,77.5721,31.0434
